timestamp,feed_grade_pct,spiral_speed_rpm,wash_water_m3h,feed_density_pct_solids,spiral_concentrate_grade_pct,spiral_tailings_grade_pct,spiral_recovery,magnetic_intensity_t,belt_speed_ms,final_concentrate_grade_pct,overall_recovery,ore_type
2020-05-15 16:00:00,36.75,192.0,1.41,21.3,48.0,2.58,0.9,1.21,0.96,48.0,0.66,oxide
2020-05-15 18:00:00,52.0,210.0,1.35,20.7,48.0,2.74,0.681,1.39,0.87,48.0,0.524,oxide
2020-05-15 20:00:00,33.96,193.0,1.17,20.4,48.0,2.47,0.9,1.41,1.01,48.0,0.697,oxide
2020-05-15 22:00:00,23.53,192.0,1.07,20.6,48.0,1.25,0.9,1.15,0.82,48.0,0.719,carbonate
2020-05-16 00:00:00,52.0,182.0,1.06,24.0,48.0,1.54,0.727,0.95,1.03,48.0,0.494,oxide
2020-05-16 02:00:00,48.47,213.0,1.25,18.2,48.0,1.3,0.785,1.44,0.95,48.0,0.612,oxide
2020-05-16 04:00:00,27.6,202.0,1.21,17.9,48.0,1.81,0.9,0.88,1.07,48.0,0.597,oxide
2020-05-16 06:00:00,31.23,219.0,0.82,21.9,48.0,2.41,0.9,1.11,1.12,48.0,0.641,oxide
2020-05-16 08:00:00,30.96,216.0,1.11,20.6,48.0,2.22,0.9,1.09,0.8,48.0,0.637,oxide
2020-05-16 10:00:00,39.87,184.0,0.9,18.3,48.0,2.89,0.838,1.31,0.83,48.0,0.631,oxide
2020-05-16 12:00:00,43.0,197.0,1.18,22.0,48.0,1.45,0.869,1.15,1.14,48.0,0.695,carbonate
2020-05-16 14:00:00,32.29,206.0,0.88,20.0,48.0,2.19,0.9,1.06,1.06,48.0,0.701,carbonate
2020-05-16 16:00:00,52.0,196.0,1.46,19.9,48.0,1.17,0.741,1.15,0.89,48.0,0.534,oxide
2020-05-16 18:00:00,33.7,214.0,1.24,16.7,48.0,1.39,0.9,1.34,1.04,48.0,0.683,oxide
2020-05-16 20:00:00,32.62,204.0,1.09,16.5,48.0,1.56,0.9,1.05,1.1,48.0,0.7,silicate
2020-05-16 22:00:00,40.41,191.0,1.39,23.0,48.0,2.03,0.883,1.12,1.1,48.0,0.63,oxide
2020-05-17 00:00:00,45.0,210.0,1.13,20.6,48.0,2.66,0.773,0.86,0.97,48.0,0.568,carbonate
2020-05-17 02:00:00,36.75,194.0,1.38,18.9,48.0,2.29,0.9,1.33,0.91,48.0,0.757,carbonate
2020-05-17 04:00:00,37.98,202.0,0.91,23.9,48.0,0.76,0.9,0.88,1.18,48.0,0.597,oxide
2020-05-17 06:00:00,52.0,205.0,1.42,23.3,48.0,3.87,0.638,0.87,1.02,48.0,0.47,carbonate
2020-05-17 08:00:00,34.55,187.0,1.05,22.5,48.0,2.44,0.9,1.07,1.08,48.0,0.703,silicate
2020-05-17 10:00:00,41.49,205.0,1.38,19.8,48.0,2.45,0.838,1.41,0.8,48.0,0.649,oxide
2020-05-17 12:00:00,51.66,203.0,1.29,18.4,48.0,1.03,0.75,1.01,1.19,48.0,0.518,oxide
2020-05-17 14:00:00,42.44,184.0,0.96,18.8,48.0,2.51,0.819,1.31,0.85,48.0,0.616,oxide
2020-05-17 16:00:00,26.19,186.0,1.1,23.6,48.0,2.02,0.9,1.19,1.16,48.0,0.655,oxide
2020-05-17 18:00:00,29.52,186.0,0.91,21.3,48.0,2.69,0.9,1.05,1.11,48.0,0.629,oxide
2020-05-17 20:00:00,31.09,196.0,1.34,18.6,48.0,1.92,0.9,0.96,1.12,48.0,0.613,oxide
2020-05-17 22:00:00,34.18,187.0,1.41,17.9,48.0,2.29,0.9,1.06,1.09,48.0,0.631,oxide
2020-05-18 00:00:00,26.9,184.0,0.91,20.0,48.0,2.3,0.9,1.12,1.05,48.0,0.642,oxide
2020-05-18 02:00:00,52.0,197.0,1.28,22.2,48.0,3.78,0.642,1.0,0.92,48.0,0.492,silicate
2020-05-18 04:00:00,33.79,190.0,1.35,24.0,48.0,2.42,0.9,0.91,0.92,48.0,0.604,oxide
2020-05-18 06:00:00,39.11,218.0,1.07,22.8,48.0,1.42,0.9,1.04,0.9,48.0,0.696,carbonate
2020-05-18 08:00:00,43.21,181.0,1.38,18.4,48.0,1.55,0.859,0.97,1.15,48.0,0.587,oxide
2020-05-18 10:00:00,52.0,207.0,0.85,23.5,48.0,2.97,0.672,1.24,1.04,48.0,0.497,oxide
2020-05-18 12:00:00,48.0,207.0,1.29,16.5,48.0,2.08,0.758,1.27,0.81,48.0,0.564,oxide
2020-05-18 14:00:00,42.72,195.0,1.27,21.4,48.0,0.85,0.9,0.82,0.82,48.0,0.652,carbonate
2020-05-18 16:00:00,28.73,210.0,1.08,23.8,48.0,2.99,0.9,1.48,1.16,48.0,0.788,carbonate
2020-05-18 18:00:00,52.0,186.0,0.83,18.5,48.0,3.16,0.666,0.87,1.12,48.0,0.441,oxide
2020-05-18 20:00:00,52.0,184.0,0.84,17.4,48.0,3.49,0.653,1.07,1.12,48.0,0.459,oxide
2020-05-18 22:00:00,26.44,207.0,0.98,20.0,48.0,1.24,0.9,1.39,1.19,48.0,0.692,oxide
2020-05-19 00:00:00,42.14,185.0,1.47,15.5,48.0,2.31,0.835,1.13,1.07,48.0,0.664,carbonate
2020-05-19 02:00:00,43.39,193.0,1.42,18.5,48.0,1.35,0.867,0.85,1.17,48.0,0.571,oxide
2020-05-19 04:00:00,24.67,207.0,1.23,20.1,48.0,1.42,0.9,1.08,0.91,48.0,0.705,carbonate
2020-05-19 06:00:00,52.0,183.0,0.88,24.0,48.0,1.04,0.745,0.83,1.03,48.0,0.542,carbonate
2020-05-19 08:00:00,32.55,207.0,1.02,23.0,48.0,2.89,0.9,1.47,0.84,48.0,0.786,carbonate
2020-05-19 10:00:00,30.58,207.0,0.91,18.4,48.0,2.57,0.9,1.01,0.87,48.0,0.622,oxide
2020-05-19 12:00:00,52.0,192.0,1.4,20.2,48.0,1.74,0.719,1.28,1.04,48.0,0.597,carbonate
2020-05-19 14:00:00,47.47,210.0,1.41,25.0,48.0,2.88,0.729,1.13,1.2,48.0,0.522,oxide
2020-05-19 16:00:00,35.01,184.0,1.0,21.5,48.0,3.13,0.9,1.0,1.15,48.0,0.621,oxide
2020-05-19 18:00:00,52.0,213.0,1.27,22.0,48.0,1.58,0.725,0.85,1.03,48.0,0.477,oxide
2020-05-19 20:00:00,46.06,194.0,0.87,17.6,48.0,1.09,0.833,0.8,1.16,48.0,0.6,carbonate
2020-05-19 22:00:00,23.53,183.0,1.35,16.1,48.0,2.38,0.9,1.23,1.03,48.0,0.662,oxide
2020-05-20 00:00:00,33.07,189.0,1.09,15.4,48.0,2.33,0.9,1.0,0.85,48.0,0.621,oxide
2020-05-20 02:00:00,36.35,193.0,0.94,23.3,48.0,1.63,0.9,1.42,0.92,48.0,0.697,oxide
2020-05-20 04:00:00,29.49,194.0,1.11,15.0,48.0,1.11,0.9,1.21,1.09,48.0,0.659,oxide
2020-05-20 06:00:00,30.12,201.0,1.06,23.5,48.0,1.98,0.9,0.92,0.82,48.0,0.606,oxide
2020-05-20 08:00:00,38.27,182.0,1.24,23.3,48.0,3.92,0.793,1.27,1.17,48.0,0.657,carbonate
2020-05-20 10:00:00,29.61,182.0,1.08,18.7,48.0,3.03,0.9,1.11,0.94,48.0,0.64,oxide
2020-05-20 12:00:00,50.35,192.0,1.14,17.0,48.0,2.9,0.694,0.82,1.14,48.0,0.502,silicate
2020-05-20 14:00:00,22.82,195.0,1.22,16.5,48.0,1.91,0.9,0.83,0.95,48.0,0.589,oxide
2020-05-20 16:00:00,37.99,211.0,1.41,16.9,48.0,1.94,0.9,1.25,0.91,48.0,0.666,oxide
2020-05-20 18:00:00,47.69,194.0,1.33,18.4,48.0,0.95,0.813,1.24,0.93,48.0,0.666,silicate
2020-05-20 20:00:00,38.1,201.0,0.9,19.3,48.0,2.27,0.9,0.99,1.03,48.0,0.686,carbonate
2020-05-20 22:00:00,52.0,186.0,1.05,18.2,48.0,2.25,0.7,1.3,1.1,48.0,0.525,oxide
2020-05-21 00:00:00,39.29,213.0,1.43,15.6,48.0,1.39,0.9,1.37,0.85,48.0,0.689,oxide
2020-05-21 02:00:00,25.94,200.0,1.3,19.5,48.0,1.23,0.9,1.17,1.14,48.0,0.723,silicate
2020-05-21 04:00:00,31.83,191.0,1.01,23.8,48.0,1.86,0.9,0.84,0.98,48.0,0.655,carbonate
2020-05-21 06:00:00,32.58,206.0,0.86,21.6,48.0,1.05,0.9,1.33,1.17,48.0,0.682,oxide
2020-05-21 08:00:00,36.65,182.0,1.46,15.4,48.0,3.88,0.818,1.34,1.0,48.0,0.691,carbonate
2020-05-21 10:00:00,39.06,195.0,1.3,23.6,48.0,1.99,0.9,1.37,0.85,48.0,0.765,carbonate
2020-05-21 12:00:00,34.54,187.0,1.43,16.0,48.0,2.35,0.9,1.24,1.19,48.0,0.739,carbonate
2020-05-21 14:00:00,35.55,195.0,0.93,17.3,48.0,1.6,0.9,1.44,1.11,48.0,0.702,oxide
2020-05-21 16:00:00,40.95,186.0,1.13,16.1,48.0,2.61,0.837,1.1,0.82,48.0,0.594,oxide
2020-05-21 18:00:00,52.0,220.0,1.5,23.6,48.0,2.49,0.691,1.27,0.93,48.0,0.515,oxide
2020-05-21 20:00:00,33.19,217.0,0.99,20.3,48.0,2.56,0.9,0.97,0.9,48.0,0.615,oxide
2020-05-21 22:00:00,25.66,196.0,1.43,22.0,48.0,1.63,0.9,0.85,0.85,48.0,0.592,oxide
2020-05-22 00:00:00,52.0,214.0,1.34,18.2,48.0,2.32,0.697,1.42,1.17,48.0,0.541,oxide
2020-05-22 02:00:00,46.13,204.0,0.93,24.8,48.0,0.98,0.837,1.45,1.15,48.0,0.655,oxide
2020-05-22 04:00:00,39.42,195.0,1.23,18.8,48.0,1.19,0.9,0.87,0.84,48.0,0.662,carbonate
2020-05-22 06:00:00,34.36,218.0,1.23,23.0,48.0,2.59,0.9,0.85,0.91,48.0,0.593,oxide
2020-05-22 08:00:00,52.0,187.0,1.05,20.1,48.0,3.53,0.652,1.1,1.06,48.0,0.463,oxide
2020-05-22 10:00:00,26.56,196.0,0.84,15.6,48.0,1.95,0.9,1.45,0.99,48.0,0.703,oxide
2020-05-22 12:00:00,33.85,216.0,1.16,21.7,48.0,2.52,0.9,1.17,1.14,48.0,0.652,oxide
2020-05-22 14:00:00,37.53,186.0,0.88,21.2,48.0,2.96,0.873,1.5,1.11,48.0,0.767,carbonate
2020-05-22 16:00:00,33.04,210.0,1.12,22.2,48.0,3.05,0.9,1.3,0.88,48.0,0.677,oxide
2020-05-22 18:00:00,41.71,181.0,1.36,23.2,48.0,2.74,0.818,1.48,0.92,48.0,0.645,oxide
2020-05-22 20:00:00,43.88,220.0,1.39,20.5,48.0,3.26,0.757,1.26,0.92,48.0,0.562,oxide
2020-05-22 22:00:00,25.7,211.0,1.5,15.4,48.0,1.91,0.9,1.4,1.08,48.0,0.772,carbonate
2020-05-23 00:00:00,40.86,211.0,1.23,18.4,48.0,3.01,0.815,1.32,1.06,48.0,0.615,oxide
2020-05-23 02:00:00,48.4,190.0,1.11,15.2,48.0,2.32,0.742,1.38,1.19,48.0,0.633,carbonate
2020-05-23 04:00:00,30.55,186.0,1.13,20.6,48.0,2.55,0.9,1.46,0.87,48.0,0.705,oxide
2020-05-23 06:00:00,36.2,217.0,1.22,16.6,48.0,4.15,0.804,1.28,0.86,48.0,0.6,oxide
2020-05-23 08:00:00,42.05,191.0,1.43,20.8,48.0,1.9,0.861,1.15,0.83,48.0,0.688,carbonate
2020-05-23 10:00:00,40.04,196.0,1.33,24.7,48.0,1.44,0.9,1.41,1.03,48.0,0.773,carbonate
2020-05-23 12:00:00,33.29,215.0,1.13,23.5,48.0,2.45,0.9,1.24,0.89,48.0,0.665,oxide
2020-05-23 14:00:00,29.22,219.0,1.43,18.0,48.0,2.12,0.9,0.89,1.09,48.0,0.599,oxide
2020-05-23 16:00:00,52.0,192.0,1.25,17.3,48.0,2.01,0.709,1.07,0.88,48.0,0.498,oxide
2020-05-23 18:00:00,36.1,192.0,0.98,24.7,48.0,1.24,0.9,1.06,1.18,48.0,0.631,oxide
2020-05-23 20:00:00,34.33,200.0,1.08,21.3,48.0,1.94,0.9,1.31,0.93,48.0,0.678,oxide
2020-05-23 22:00:00,36.46,213.0,0.91,23.5,48.0,2.56,0.9,0.82,1.01,48.0,0.652,carbonate
2020-05-24 00:00:00,28.53,181.0,1.24,15.2,48.0,2.89,0.9,1.08,0.92,48.0,0.706,carbonate
2020-05-24 02:00:00,42.63,200.0,1.12,15.1,48.0,3.56,0.757,0.98,0.9,48.0,0.519,oxide
2020-05-24 04:00:00,52.0,207.0,1.09,21.5,48.0,1.78,0.717,1.2,1.03,48.0,0.524,oxide
2020-05-24 06:00:00,29.51,199.0,1.41,18.2,48.0,1.67,0.9,0.97,0.94,48.0,0.683,silicate
2020-05-24 08:00:00,52.0,181.0,0.8,17.0,48.0,1.96,0.711,1.32,1.05,48.0,0.536,oxide
2020-05-24 10:00:00,46.36,212.0,0.96,24.8,48.0,1.47,0.81,1.0,0.88,48.0,0.62,carbonate
2020-05-24 12:00:00,22.99,200.0,1.39,19.1,48.0,1.96,0.9,0.86,0.88,48.0,0.594,oxide
2020-05-24 14:00:00,38.78,205.0,1.06,23.1,48.0,1.38,0.9,1.25,1.03,48.0,0.74,carbonate
2020-05-24 16:00:00,51.48,183.0,0.98,24.2,48.0,1.53,0.734,1.38,0.95,48.0,0.563,oxide
2020-05-24 18:00:00,33.72,217.0,1.33,16.4,48.0,2.69,0.9,0.89,1.0,48.0,0.599,oxide
2020-05-24 20:00:00,44.03,202.0,1.06,18.8,48.0,3.27,0.754,1.49,1.04,48.0,0.662,carbonate
2020-05-24 22:00:00,37.87,180.0,1.3,15.9,48.0,3.07,0.859,1.32,0.82,48.0,0.721,silicate
2020-05-25 00:00:00,37.86,206.0,1.41,24.7,48.0,2.37,0.9,1.3,0.94,48.0,0.676,oxide
2020-05-25 02:00:00,46.53,212.0,1.49,24.5,48.0,2.04,0.781,0.89,0.88,48.0,0.579,carbonate
2020-05-25 04:00:00,52.0,183.0,1.47,22.7,48.0,3.0,0.671,0.94,0.87,48.0,0.506,carbonate
2020-05-25 06:00:00,25.64,215.0,1.11,19.5,48.0,0.77,0.9,1.39,1.11,48.0,0.77,carbonate
2020-05-25 08:00:00,24.08,214.0,1.21,19.6,48.0,1.92,0.9,1.18,1.0,48.0,0.725,carbonate
2020-05-25 10:00:00,24.7,191.0,0.96,23.8,48.0,2.23,0.9,1.32,1.03,48.0,0.679,oxide
2020-05-25 12:00:00,50.24,181.0,0.88,18.4,48.0,2.67,0.704,0.91,0.99,48.0,0.472,oxide
2020-05-25 14:00:00,36.77,182.0,1.32,18.1,48.0,2.54,0.9,1.45,0.87,48.0,0.704,oxide
2020-05-25 16:00:00,27.76,216.0,1.3,18.1,48.0,2.23,0.9,1.35,0.96,48.0,0.684,oxide
2020-05-25 18:00:00,27.64,190.0,1.11,15.3,48.0,1.16,0.9,1.3,1.02,48.0,0.676,oxide
2020-05-25 20:00:00,37.78,191.0,1.42,20.7,48.0,1.51,0.9,1.47,1.17,48.0,0.706,oxide
2020-05-25 22:00:00,30.91,202.0,0.92,21.0,48.0,2.12,0.9,1.09,1.11,48.0,0.708,carbonate
2020-05-26 00:00:00,32.4,208.0,1.31,15.8,48.0,2.34,0.9,1.0,0.92,48.0,0.621,oxide
2020-05-26 02:00:00,31.33,189.0,1.25,17.3,48.0,2.25,0.9,0.96,0.83,48.0,0.681,carbonate
2020-05-26 04:00:00,30.23,208.0,1.13,19.4,48.0,2.19,0.9,1.49,1.18,48.0,0.711,oxide
2020-05-26 06:00:00,52.0,217.0,1.46,23.5,48.0,4.33,0.621,1.09,1.0,48.0,0.44,oxide
2020-05-26 08:00:00,52.0,202.0,1.34,24.3,48.0,1.04,0.745,1.3,0.9,48.0,0.622,carbonate
2020-05-26 10:00:00,52.0,203.0,1.39,20.6,48.0,2.61,0.686,1.0,0.88,48.0,0.472,oxide
2020-05-26 12:00:00,30.96,204.0,1.28,16.5,48.0,2.18,0.9,1.0,1.14,48.0,0.619,oxide
2020-05-26 14:00:00,48.09,205.0,1.34,20.5,48.0,2.36,0.744,1.21,1.09,48.0,0.605,carbonate
2020-05-26 16:00:00,46.66,213.0,1.46,23.7,48.0,2.24,0.769,1.28,0.91,48.0,0.638,silicate
2020-05-26 18:00:00,52.0,211.0,1.22,16.1,48.0,2.09,0.706,0.89,0.91,48.0,0.523,carbonate
2020-05-26 20:00:00,52.0,188.0,1.11,18.3,48.0,1.04,0.745,1.21,0.92,48.0,0.546,oxide
2020-05-26 22:00:00,47.47,204.0,1.19,24.8,48.0,2.45,0.749,1.23,0.95,48.0,0.551,oxide
2020-05-27 00:00:00,52.0,211.0,1.12,16.6,48.0,1.49,0.728,1.36,0.83,48.0,0.618,carbonate
2020-05-27 02:00:00,29.44,204.0,1.4,24.4,48.0,1.76,0.9,1.17,1.04,48.0,0.724,carbonate
2020-05-27 04:00:00,49.84,202.0,1.49,16.6,48.0,2.32,0.723,0.93,0.82,48.0,0.488,oxide
2020-05-27 06:00:00,38.1,183.0,0.97,21.8,48.0,2.15,0.9,1.49,1.04,48.0,0.711,oxide
2020-05-27 08:00:00,43.21,206.0,1.0,20.8,48.0,2.09,0.83,1.11,0.9,48.0,0.592,oxide
2020-05-27 10:00:00,52.0,218.0,1.49,17.8,48.0,3.75,0.643,1.17,0.83,48.0,0.466,oxide
2020-05-27 12:00:00,32.62,196.0,1.14,22.3,48.0,1.68,0.9,1.48,0.99,48.0,0.788,carbonate
2020-05-27 14:00:00,27.6,188.0,0.94,15.2,48.0,2.62,0.9,1.45,0.88,48.0,0.783,silicate
2020-05-27 16:00:00,40.47,207.0,1.26,20.4,48.0,3.33,0.801,1.27,1.03,48.0,0.595,oxide
2020-05-27 18:00:00,32.09,216.0,0.94,15.6,48.0,2.59,0.9,0.92,0.96,48.0,0.606,oxide
2020-05-27 20:00:00,42.28,203.0,1.28,20.6,48.0,1.64,0.872,0.92,0.92,48.0,0.651,carbonate
2020-05-27 22:00:00,52.0,183.0,1.34,21.4,48.0,2.99,0.672,1.1,1.18,48.0,0.531,silicate
2020-05-28 00:00:00,52.0,203.0,1.24,23.3,48.0,1.9,0.713,0.9,0.91,48.0,0.477,oxide
2020-05-28 02:00:00,25.08,187.0,0.97,20.0,48.0,1.61,0.9,1.27,1.19,48.0,0.671,oxide
2020-05-28 04:00:00,28.69,189.0,0.81,17.0,48.0,1.5,0.9,1.41,1.06,48.0,0.697,oxide
2020-05-28 06:00:00,17.26,214.0,0.98,16.6,48.0,0.87,0.9,1.01,1.06,48.0,0.692,carbonate
2020-05-28 08:00:00,52.0,198.0,1.13,22.2,48.0,3.93,0.636,1.18,0.89,48.0,0.462,oxide
2020-05-28 10:00:00,48.31,213.0,0.86,24.8,48.0,2.44,0.738,0.88,1.12,48.0,0.49,oxide
2020-05-28 12:00:00,48.62,220.0,1.41,21.2,48.0,1.21,0.787,0.98,1.15,48.0,0.538,oxide
2020-05-28 14:00:00,48.84,188.0,0.91,24.6,48.0,2.22,0.74,0.91,1.03,48.0,0.496,oxide
2020-05-28 16:00:00,44.32,207.0,1.24,20.7,48.0,1.32,0.852,0.91,1.01,48.0,0.635,carbonate
2020-05-28 18:00:00,36.83,190.0,1.02,23.4,48.0,3.52,0.843,1.06,0.94,48.0,0.592,oxide
2020-05-28 20:00:00,27.91,218.0,1.21,15.2,48.0,1.26,0.9,1.2,1.13,48.0,0.658,oxide
2020-05-28 22:00:00,37.63,199.0,0.93,20.5,48.0,2.14,0.9,0.88,0.94,48.0,0.665,carbonate
2020-05-29 00:00:00,40.88,199.0,1.09,23.8,48.0,2.4,0.851,1.06,1.14,48.0,0.597,oxide
2020-05-29 02:00:00,32.61,220.0,1.31,20.2,48.0,2.48,0.9,0.92,1.17,48.0,0.606,oxide
2020-05-29 04:00:00,49.76,217.0,0.86,18.0,48.0,2.63,0.712,1.18,1.05,48.0,0.517,oxide
2020-05-29 06:00:00,38.47,196.0,1.2,24.7,48.0,1.86,0.9,1.21,0.97,48.0,0.658,oxide
2020-05-29 08:00:00,32.9,182.0,1.3,21.1,48.0,3.11,0.9,0.86,0.84,48.0,0.595,oxide
2020-05-29 10:00:00,52.0,213.0,1.11,17.1,48.0,2.57,0.688,1.45,1.08,48.0,0.538,oxide
2020-05-29 12:00:00,33.4,196.0,1.26,22.8,48.0,2.5,0.9,1.13,0.99,48.0,0.715,silicate
2020-05-29 14:00:00,40.18,183.0,1.42,24.7,48.0,2.43,0.862,1.5,0.82,48.0,0.758,silicate
2020-05-29 16:00:00,43.13,184.0,1.16,16.0,48.0,2.91,0.787,1.34,0.96,48.0,0.663,silicate
2020-05-29 18:00:00,52.0,201.0,0.86,22.9,48.0,2.11,0.705,1.46,0.98,48.0,0.552,oxide
2020-05-29 20:00:00,52.0,200.0,1.3,18.8,48.0,2.12,0.705,1.29,0.93,48.0,0.528,oxide
2020-05-29 22:00:00,52.0,206.0,1.05,24.9,48.0,2.46,0.692,0.83,0.86,48.0,0.452,oxide
2020-05-30 00:00:00,47.76,202.0,1.05,22.1,48.0,1.42,0.791,1.42,0.88,48.0,0.613,oxide
2020-05-30 02:00:00,28.92,192.0,1.49,18.7,48.0,2.62,0.9,1.16,1.12,48.0,0.65,oxide
2020-05-30 04:00:00,48.02,216.0,1.27,16.4,48.0,2.17,0.754,1.43,1.1,48.0,0.586,oxide
2020-05-30 06:00:00,27.02,201.0,0.94,16.3,48.0,1.74,0.9,1.19,1.04,48.0,0.729,silicate
2020-05-30 08:00:00,36.8,193.0,1.42,19.4,48.0,1.3,0.9,1.31,0.99,48.0,0.677,oxide
2020-05-30 10:00:00,49.75,199.0,0.96,24.4,48.0,2.55,0.715,0.84,1.07,48.0,0.521,carbonate
2020-05-30 12:00:00,41.81,220.0,1.45,19.4,48.0,3.02,0.799,1.15,1.09,48.0,0.576,oxide
2020-05-30 14:00:00,44.57,198.0,0.9,22.2,48.0,1.8,0.823,1.43,0.85,48.0,0.64,oxide
2020-05-30 16:00:00,49.31,185.0,1.08,16.5,48.0,2.94,0.704,0.88,0.84,48.0,0.467,oxide
2020-05-30 18:00:00,45.29,185.0,1.21,19.8,48.0,3.53,0.725,1.29,1.0,48.0,0.604,silicate
2020-05-30 20:00:00,35.79,208.0,0.86,17.4,48.0,1.79,0.9,1.34,1.13,48.0,0.684,oxide
2020-05-30 22:00:00,52.0,190.0,1.07,17.0,48.0,1.04,0.745,1.49,0.93,48.0,0.589,oxide
2020-05-31 00:00:00,35.97,194.0,1.04,22.1,48.0,2.01,0.9,0.9,1.13,48.0,0.602,oxide
2020-05-31 02:00:00,44.92,219.0,1.1,18.4,48.0,2.27,0.794,1.13,0.9,48.0,0.632,silicate
2020-05-31 04:00:00,29.28,207.0,1.06,15.5,48.0,2.2,0.9,1.32,1.01,48.0,0.68,oxide
2020-05-31 06:00:00,25.62,194.0,1.17,20.7,48.0,1.98,0.9,1.43,0.95,48.0,0.7,oxide
2020-05-31 08:00:00,45.47,181.0,1.28,21.4,48.0,2.06,0.795,1.42,0.88,48.0,0.617,oxide
2020-05-31 10:00:00,34.96,180.0,0.81,15.2,48.0,3.15,0.9,0.83,1.0,48.0,0.654,carbonate
2020-05-31 12:00:00,49.08,190.0,0.9,16.4,48.0,1.74,0.758,1.04,1.12,48.0,0.586,carbonate
2020-05-31 14:00:00,35.71,204.0,1.15,18.4,48.0,0.83,0.9,0.89,0.9,48.0,0.666,carbonate
2020-05-31 16:00:00,49.02,184.0,1.49,19.7,48.0,3.1,0.701,1.42,0.97,48.0,0.543,oxide
2020-05-31 18:00:00,26.81,184.0,0.89,15.3,48.0,2.4,0.9,1.02,1.17,48.0,0.625,oxide
2020-05-31 20:00:00,52.0,180.0,1.15,15.3,48.0,2.17,0.703,1.5,1.06,48.0,0.556,oxide
2020-05-31 22:00:00,36.56,202.0,1.12,18.1,48.0,3.22,0.87,1.47,0.94,48.0,0.76,carbonate
2020-06-01 00:00:00,50.77,212.0,0.82,15.0,48.0,2.19,0.717,0.89,1.19,48.0,0.478,oxide
2020-06-01 02:00:00,52.0,198.0,1.11,22.6,48.0,1.04,0.745,1.02,1.12,48.0,0.516,oxide
2020-06-01 04:00:00,23.26,188.0,0.89,21.4,48.0,1.24,0.9,0.95,0.92,48.0,0.68,carbonate
2020-06-01 06:00:00,25.17,192.0,0.89,24.4,48.0,2.13,0.9,0.88,0.95,48.0,0.664,carbonate
2020-06-01 08:00:00,52.0,193.0,1.34,17.4,48.0,1.04,0.745,1.11,0.95,48.0,0.59,carbonate
2020-06-01 10:00:00,45.29,192.0,1.49,17.1,48.0,2.11,0.796,1.25,1.19,48.0,0.655,silicate
2020-06-01 12:00:00,37.1,217.0,1.04,17.4,48.0,2.76,0.895,0.81,0.98,48.0,0.582,oxide
2020-06-01 14:00:00,28.29,191.0,0.91,20.2,48.0,2.18,0.9,1.13,1.13,48.0,0.644,oxide
2020-06-01 16:00:00,34.46,200.0,1.44,19.1,48.0,2.33,0.9,1.3,0.86,48.0,0.676,oxide
2020-06-01 18:00:00,32.16,212.0,1.2,21.9,48.0,1.01,0.9,1.4,0.96,48.0,0.771,carbonate
2020-06-01 20:00:00,51.31,211.0,1.24,17.3,48.0,2.93,0.682,1.04,0.82,48.0,0.528,carbonate
2020-06-01 22:00:00,52.0,202.0,1.46,18.1,48.0,1.64,0.723,1.0,0.85,48.0,0.554,carbonate
2020-06-02 00:00:00,39.06,198.0,1.12,21.8,48.0,2.39,0.885,1.47,1.06,48.0,0.773,carbonate
2020-06-02 02:00:00,40.22,212.0,1.37,17.9,48.0,2.5,0.857,0.96,0.8,48.0,0.583,oxide
2020-06-02 04:00:00,52.0,216.0,0.95,18.7,48.0,5.46,0.579,1.43,0.97,48.0,0.5,carbonate
2020-06-02 06:00:00,34.85,218.0,1.02,18.4,48.0,2.32,0.9,0.82,1.04,48.0,0.587,oxide
2020-06-02 08:00:00,51.54,187.0,0.98,22.3,48.0,1.56,0.732,1.17,0.94,48.0,0.53,oxide
2020-06-02 10:00:00,52.0,204.0,1.24,19.9,48.0,3.88,0.638,1.44,0.98,48.0,0.497,oxide
2020-06-02 12:00:00,46.3,203.0,0.99,19.9,48.0,1.95,0.788,0.96,0.87,48.0,0.597,carbonate
2020-06-02 14:00:00,46.43,182.0,1.26,21.8,48.0,2.9,0.741,0.95,1.01,48.0,0.56,carbonate
2020-06-02 16:00:00,52.0,187.0,0.87,21.5,48.0,2.73,0.682,1.14,1.02,48.0,0.544,carbonate
2020-06-02 18:00:00,36.92,208.0,1.17,19.5,48.0,2.67,0.9,1.48,0.82,48.0,0.71,oxide
2020-06-02 20:00:00,42.92,186.0,1.04,16.0,48.0,1.78,0.852,1.27,1.01,48.0,0.634,oxide
2020-06-02 22:00:00,33.35,191.0,1.31,17.9,48.0,2.08,0.9,1.37,0.85,48.0,0.764,carbonate
2020-06-03 00:00:00,52.0,215.0,0.95,15.3,48.0,2.46,0.692,1.42,1.09,48.0,0.536,oxide
2020-06-03 02:00:00,52.0,197.0,1.48,19.0,48.0,1.04,0.745,0.89,1.0,48.0,0.552,silicate
2020-06-03 04:00:00,44.75,185.0,1.17,19.3,48.0,2.9,0.764,1.17,1.04,48.0,0.554,oxide
2020-06-03 06:00:00,46.79,189.0,1.09,24.1,48.0,3.11,0.727,1.32,1.13,48.0,0.611,carbonate
2020-06-03 08:00:00,43.36,203.0,0.82,18.9,48.0,2.47,0.807,1.18,1.17,48.0,0.652,carbonate
2020-06-03 10:00:00,40.01,180.0,0.83,16.6,48.0,2.23,0.877,1.15,1.07,48.0,0.631,oxide
