timestamp,mn_grade_pct,fe_content_pct,siO2_content_pct,al2O3_content_pct,p_content_pct,moisture_pct,p80_mm,work_index_kwh_t,specific_gravity,ore_type
2020-05-26 12:00:00,54.02,1.72,0.24,6.02,0.125,9.9,14.6,22.0,4.32,silicate
2025-12-27 18:00:00,72.92,-4.15,-0.54,5.16,0.157,7.2,8.8,22.0,4.81,carbonate
2026-09-26 12:00:00,52.61,2.3,0.55,5.95,0.159,6.0,8.8,22.0,4.0,oxide
2021-09-22 18:00:00,56.43,0.98,0.47,5.79,0.185,5.4,15.2,22.0,4.23,silicate
2022-04-23 18:00:00,45.6,5.08,1.46,5.31,0.102,8.9,23.2,21.8,4.2,oxide
2023-07-29 18:00:00,46.92,4.4,1.42,5.33,0.177,9.5,15.7,22.0,4.22,silicate
2020-01-02 06:00:00,57.79,0.6,0.2,5.65,0.219,8.0,12.8,22.0,4.45,silicate
2021-09-29 12:00:00,44.13,4.61,1.04,7.31,0.174,8.8,21.5,22.0,4.11,oxide
2020-07-05 18:00:00,49.43,3.3,1.09,5.97,0.122,9.7,13.6,22.0,4.2,carbonate
2020-06-13 06:00:00,61.55,-0.42,-0.08,7.96,0.074,8.4,12.1,22.0,4.38,oxide
2020-08-13 06:00:00,55.1,1.72,0.31,6.76,0.293,8.5,23.9,22.0,4.28,oxide
2023-08-28 00:00:00,45.19,4.8,0.97,7.5,0.291,9.7,11.1,22.0,4.2,carbonate
2026-02-28 12:00:00,72.01,-3.77,-0.57,6.5,0.216,5.8,6.0,22.0,4.53,oxide
2020-03-24 18:00:00,59.32,0.21,0.06,5.68,0.273,6.1,17.8,22.0,4.35,oxide
2023-03-30 12:00:00,44.13,4.7,1.42,7.87,0.184,8.0,9.4,22.0,4.2,oxide
2025-12-02 12:00:00,44.72,5.23,0.63,6.49,0.224,7.5,18.3,22.0,4.15,oxide
2024-03-13 18:00:00,44.13,4.9,1.71,7.72,0.268,7.4,12.2,22.0,4.23,silicate
2020-07-13 00:00:00,49.85,2.94,1.21,6.69,0.119,5.5,8.2,22.0,4.14,carbonate
2024-04-23 00:00:00,46.92,4.03,0.89,6.7,0.112,5.8,22.7,22.0,4.33,oxide
2021-02-07 06:00:00,60.57,-0.19,-0.05,5.21,0.19,6.1,12.2,22.0,4.43,carbonate
2021-03-17 18:00:00,58.81,0.36,0.05,7.44,0.243,6.9,10.9,22.0,4.28,oxide
2022-11-25 12:00:00,77.71,-5.37,-1.19,5.85,0.167,9.8,13.1,22.0,4.83,oxide
2026-08-25 06:00:00,56.14,1.2,0.14,6.89,0.066,9.1,15.9,22.0,4.38,oxide
2024-05-22 18:00:00,50.56,3.3,0.63,5.35,0.119,6.4,16.6,22.0,4.12,carbonate
2023-10-15 12:00:00,59.09,0.33,0.03,6.63,0.276,8.0,21.5,22.0,4.31,oxide
2024-07-03 00:00:00,56.87,1.13,0.12,6.16,0.103,7.9,24.3,22.0,4.27,carbonate
2024-11-26 06:00:00,59.88,0.04,0.01,5.72,0.251,6.8,13.4,22.0,4.47,oxide
2022-10-22 06:00:00,49.08,3.53,1.08,5.26,0.226,9.8,11.1,22.0,4.17,carbonate
2021-01-15 12:00:00,57.93,0.64,0.19,6.96,0.101,6.5,18.6,22.0,4.49,oxide
2021-01-26 06:00:00,56.98,1.07,0.16,6.48,0.251,6.7,13.9,22.0,4.33,oxide
2023-07-12 12:00:00,47.77,4.09,0.6,6.57,0.269,7.9,22.8,22.0,4.19,oxide
2023-11-03 00:00:00,77.71,-4.99,-1.69,7.29,0.196,9.7,14.8,22.0,4.68,carbonate
2025-05-20 06:00:00,45.69,4.11,1.19,6.09,0.118,8.7,11.0,22.0,4.03,carbonate
2020-06-16 00:00:00,44.13,5.59,1.18,6.43,0.193,6.5,21.6,22.0,4.05,oxide
2023-04-11 00:00:00,77.71,-5.68,-2.05,7.41,0.269,8.6,18.5,22.0,4.68,oxide
2023-10-14 00:00:00,58.75,0.43,0.11,6.01,0.202,8.2,10.6,22.0,4.46,carbonate
2020-07-05 00:00:00,72.42,-3.36,-1.54,5.66,0.259,8.9,11.3,22.0,4.75,silicate
2023-12-02 12:00:00,44.13,4.41,0.67,5.19,0.18,9.0,31.6,22.0,4.09,oxide
2022-12-26 06:00:00,48.41,3.47,1.09,5.26,0.277,6.2,12.4,22.0,4.12,oxide
2023-04-06 06:00:00,66.82,-1.84,-0.69,5.26,0.269,5.3,25.1,22.0,4.51,oxide
2023-12-20 06:00:00,57.38,0.91,0.14,7.4,0.161,8.6,32.6,22.0,4.23,carbonate
2024-02-11 18:00:00,70.89,-3.77,-0.55,6.58,0.089,5.5,14.4,22.0,4.74,oxide
2026-06-18 06:00:00,57.5,0.71,0.16,5.73,0.206,6.0,20.9,22.0,4.31,oxide
2025-08-27 18:00:00,60.41,-0.13,-0.03,6.06,0.271,7.9,22.5,22.0,4.4,carbonate
2025-01-16 06:00:00,53.28,1.95,0.32,7.83,0.194,5.6,20.5,22.0,4.33,oxide
2026-10-16 12:00:00,44.13,5.02,1.33,6.04,0.296,9.8,10.1,22.0,4.03,silicate
2022-05-20 06:00:00,44.13,5.64,1.38,5.8,0.074,7.4,19.6,22.0,4.22,oxide
2020-03-08 00:00:00,54.33,1.83,0.26,6.54,0.057,5.5,16.2,22.0,4.28,oxide
2024-04-30 06:00:00,44.13,5.07,0.72,6.42,0.251,5.4,17.8,22.0,4.18,oxide
2025-10-10 06:00:00,65.73,-1.61,-0.72,5.87,0.279,9.5,12.1,22.0,4.38,silicate
2022-10-20 18:00:00,45.49,4.64,1.76,5.4,0.09,5.6,11.8,22.0,4.27,silicate
2025-06-02 00:00:00,57.1,0.91,0.37,5.45,0.095,9.1,12.6,22.0,4.44,carbonate
2025-06-07 18:00:00,56.93,0.86,0.31,6.33,0.145,8.0,19.3,22.0,4.28,oxide
2026-09-24 00:00:00,54.08,1.83,0.2,5.21,0.206,7.6,25.1,22.0,4.35,silicate
2025-11-29 06:00:00,44.13,5.5,1.18,5.48,0.162,7.8,20.9,22.0,4.21,oxide
2020-02-02 12:00:00,44.13,5.3,1.79,7.38,0.171,8.3,10.0,21.8,4.13,oxide
2025-12-16 00:00:00,77.71,-4.84,-0.92,6.32,0.291,7.0,17.4,22.0,4.86,oxide
2020-01-21 00:00:00,58.05,0.56,0.14,6.1,0.184,6.3,30.3,22.0,4.5,oxide
2020-03-14 00:00:00,51.95,2.15,0.53,7.32,0.292,8.4,16.4,22.0,4.24,carbonate
2025-02-19 06:00:00,44.13,4.47,1.09,6.45,0.102,8.1,7.8,22.0,4.08,carbonate
2025-04-11 00:00:00,49.85,3.3,0.56,5.44,0.057,8.7,10.9,22.0,4.25,silicate
2024-12-06 00:00:00,44.13,4.8,1.23,5.72,0.111,8.1,18.8,22.0,4.11,oxide
2024-07-24 06:00:00,46.99,4.64,0.81,7.27,0.06,8.9,25.8,22.0,4.15,oxide
2024-02-19 18:00:00,55.72,1.44,0.24,5.49,0.154,7.4,17.1,22.0,4.33,carbonate
2022-10-01 00:00:00,53.67,1.86,0.63,5.71,0.094,9.8,7.7,22.0,4.21,oxide
2022-02-03 12:00:00,44.13,4.99,0.96,5.52,0.127,7.2,12.1,22.0,4.06,oxide
2023-07-26 12:00:00,64.03,-1.27,-0.2,6.44,0.233,6.8,8.6,22.0,4.37,carbonate
2023-07-26 06:00:00,63.17,-0.93,-0.27,6.28,0.247,9.1,11.7,22.0,4.43,oxide
2024-08-19 06:00:00,51.33,2.33,0.39,6.55,0.284,8.6,16.3,22.0,4.06,oxide
2026-10-08 12:00:00,77.71,-5.5,-0.76,7.17,0.067,8.4,30.1,22.0,4.66,oxide
2020-10-31 00:00:00,50.66,2.73,0.46,6.71,0.096,5.2,20.6,22.0,4.26,carbonate
2025-02-13 00:00:00,57.94,0.65,0.18,7.89,0.148,8.1,25.3,22.0,4.33,oxide
2022-03-26 00:00:00,57.73,0.68,0.2,7.51,0.245,6.6,7.3,22.0,4.21,silicate
2022-12-21 12:00:00,77.71,-6.37,-0.92,7.39,0.132,5.6,25.0,22.0,4.75,silicate
2021-04-26 00:00:00,77.71,-6.17,-2.18,7.06,0.157,5.2,10.1,22.0,4.8,oxide
2021-04-20 12:00:00,77.71,-5.05,-0.71,7.74,0.299,6.7,21.8,22.0,4.72,oxide
2021-04-21 12:00:00,44.13,4.77,1.51,6.89,0.104,7.3,19.5,22.0,4.06,oxide
2023-12-30 00:00:00,44.13,5.23,0.89,7.88,0.281,6.5,12.3,22.0,4.04,oxide
2023-02-05 12:00:00,44.13,4.47,1.45,6.04,0.068,5.3,23.3,22.0,4.27,carbonate
2025-04-19 18:00:00,74.22,-4.82,-0.77,6.01,0.171,7.2,6.7,22.0,4.77,carbonate
2021-02-28 00:00:00,45.93,3.86,1.37,7.42,0.282,7.8,18.9,22.0,4.14,carbonate
2026-01-05 18:00:00,56.68,0.9,0.41,7.72,0.144,5.7,8.4,22.0,4.2,carbonate
2022-05-16 12:00:00,54.79,1.5,0.24,5.13,0.071,7.9,25.0,22.0,4.33,oxide
2022-09-07 12:00:00,55.88,1.26,0.51,6.33,0.194,5.1,8.1,22.0,4.38,oxide
2022-10-10 12:00:00,45.66,4.71,0.72,6.88,0.273,9.1,21.5,22.0,4.13,silicate
2025-01-01 18:00:00,49.42,3.29,1.02,5.12,0.217,6.2,23.8,22.0,4.17,oxide
2024-09-26 18:00:00,50.0,2.82,1.15,5.7,0.07,8.1,15.3,22.0,4.18,oxide
2020-09-26 06:00:00,54.53,1.63,0.28,6.09,0.275,5.4,12.6,22.0,4.17,oxide
2022-03-23 06:00:00,44.13,5.15,1.38,5.46,0.25,8.8,15.7,22.0,4.14,oxide
2021-03-05 00:00:00,68.49,-2.97,-0.92,5.99,0.127,9.0,10.8,22.0,4.55,carbonate
2022-02-01 12:00:00,44.13,4.81,1.02,7.94,0.225,9.5,13.4,22.0,3.99,carbonate
2024-05-10 12:00:00,57.58,0.72,0.21,6.32,0.187,6.3,18.1,22.0,4.24,carbonate
2023-06-02 00:00:00,59.9,0.03,0.01,7.91,0.124,9.4,11.6,22.0,4.4,oxide
2025-11-16 06:00:00,73.27,-4.25,-1.0,7.07,0.143,5.7,7.7,22.0,4.73,oxide
2025-09-25 00:00:00,44.13,5.61,0.84,6.99,0.059,7.8,20.0,22.0,4.19,oxide
2023-08-19 18:00:00,48.02,3.43,1.39,7.58,0.102,9.4,15.9,22.0,4.09,oxide
2021-02-03 12:00:00,62.39,-0.86,-0.32,6.53,0.219,9.2,11.1,22.0,4.44,oxide
2022-04-07 12:00:00,44.13,4.51,1.78,7.83,0.091,9.2,11.2,22.0,4.23,silicate
2026-08-18 12:00:00,44.13,5.41,0.69,6.0,0.229,6.0,17.0,22.0,3.98,carbonate
2021-04-11 18:00:00,77.71,-4.99,-1.03,7.68,0.189,7.2,9.6,22.0,4.63,carbonate
2021-04-09 06:00:00,57.52,0.75,0.25,6.05,0.152,9.9,18.0,22.0,4.19,oxide
2024-03-12 06:00:00,44.13,5.64,2.08,7.35,0.151,9.0,17.1,22.0,4.01,oxide
2022-09-16 06:00:00,57.7,0.74,0.12,5.31,0.105,7.6,19.5,22.0,4.35,oxide
2026-01-21 18:00:00,49.44,3.73,0.96,6.79,0.262,5.6,13.0,22.0,4.25,oxide
2022-04-10 12:00:00,44.13,5.2,1.87,7.72,0.178,7.7,24.4,22.0,3.93,carbonate
2026-06-04 00:00:00,49.91,3.16,0.99,7.27,0.137,6.0,23.5,22.0,4.16,oxide
2026-03-03 18:00:00,46.25,3.68,0.98,5.5,0.275,9.4,18.5,22.0,4.16,carbonate
2024-08-24 00:00:00,44.59,4.23,0.77,5.36,0.222,5.2,17.8,22.0,4.21,carbonate
2024-09-16 06:00:00,61.18,-0.4,-0.14,7.06,0.228,5.1,30.6,22.0,4.4,oxide
2025-12-06 00:00:00,56.24,1.09,0.33,6.4,0.1,5.3,16.2,22.0,4.19,oxide
2020-06-12 00:00:00,57.2,0.94,0.27,6.68,0.176,5.8,16.7,22.0,4.41,oxide
2024-09-23 06:00:00,47.46,3.44,1.16,7.83,0.076,5.2,14.4,22.0,4.05,carbonate
2024-08-18 12:00:00,77.71,-5.53,-0.95,5.96,0.113,9.9,7.5,22.0,4.7,oxide
2021-11-24 12:00:00,53.51,2.07,0.46,6.96,0.088,8.7,23.5,22.0,4.19,oxide
2023-01-18 12:00:00,77.71,-5.02,-1.18,7.64,0.152,6.3,12.2,22.0,4.65,carbonate
2024-06-22 18:00:00,45.61,5.25,1.47,6.6,0.051,7.8,12.4,22.0,4.25,oxide
2020-10-17 00:00:00,44.13,4.29,1.74,7.29,0.11,7.4,20.5,22.0,4.05,oxide
2022-01-28 00:00:00,71.04,-3.27,-1.17,5.42,0.102,5.3,20.8,22.0,4.74,oxide
2023-01-29 12:00:00,44.13,5.29,1.76,7.99,0.214,6.6,26.0,22.0,4.06,oxide
2022-02-09 12:00:00,44.13,4.96,1.95,7.06,0.155,5.8,12.4,22.0,4.17,silicate
2022-06-19 06:00:00,49.97,3.01,1.15,6.67,0.134,7.9,20.2,22.0,4.16,carbonate
2022-04-23 12:00:00,44.13,4.29,0.93,5.78,0.109,9.3,10.9,22.0,4.19,oxide
2024-04-07 12:00:00,58.01,0.71,0.15,6.95,0.104,7.4,11.1,22.0,4.43,oxide
2021-05-25 00:00:00,50.34,2.84,0.93,6.47,0.25,9.9,11.8,22.0,4.38,silicate
2026-03-10 12:00:00,69.97,-3.44,-0.66,6.81,0.256,5.2,9.0,22.0,4.79,oxide
2021-01-18 18:00:00,44.13,5.52,1.7,6.16,0.206,7.4,12.8,22.0,4.02,oxide
2026-01-09 06:00:00,44.13,4.91,1.03,6.78,0.138,9.2,22.1,22.0,3.98,carbonate
2024-06-20 06:00:00,48.74,3.37,0.61,5.42,0.07,8.9,7.2,22.0,4.26,carbonate
2022-08-03 00:00:00,59.27,0.26,0.03,5.77,0.242,8.9,20.5,22.0,4.5,oxide
2023-04-01 00:00:00,77.71,-5.01,-1.67,7.92,0.256,8.3,9.1,22.0,4.83,oxide
2020-09-22 18:00:00,44.13,4.74,1.04,5.23,0.25,9.0,20.7,22.0,4.14,oxide
2025-03-30 06:00:00,64.7,-1.54,-0.3,6.66,0.157,7.1,23.5,22.0,4.4,oxide
2020-01-04 06:00:00,44.13,5.42,0.78,7.48,0.165,7.6,23.0,22.0,4.11,silicate
2021-01-10 00:00:00,77.71,-5.02,-2.31,7.19,0.256,8.0,13.8,22.0,4.77,oxide
2023-06-16 00:00:00,77.71,-5.33,-2.1,6.44,0.288,8.3,14.6,22.0,4.67,oxide
2025-09-01 00:00:00,56.38,1.04,0.23,6.34,0.083,9.5,9.6,22.0,4.45,oxide
2023-07-25 12:00:00,77.71,-6.02,-2.12,6.12,0.192,9.5,14.5,22.0,4.6,oxide
2021-11-28 18:00:00,52.45,2.43,0.85,5.89,0.215,7.6,36.0,22.0,4.22,silicate
2025-07-19 00:00:00,44.13,5.21,1.11,7.77,0.243,9.0,13.0,22.0,3.95,oxide
2026-01-06 18:00:00,54.6,1.84,0.39,7.19,0.13,8.1,14.1,22.0,4.22,oxide
2020-07-24 00:00:00,53.09,2.01,0.74,6.13,0.218,6.9,9.7,22.0,4.28,oxide
2024-03-27 12:00:00,77.71,-5.28,-1.29,5.37,0.24,5.7,9.0,22.0,4.73,oxide
2026-08-20 00:00:00,77.71,-5.76,-2.26,6.82,0.269,8.5,21.8,22.0,4.77,oxide
2020-06-18 00:00:00,44.43,5.03,1.74,5.99,0.059,6.3,23.7,22.0,3.98,oxide
2024-01-10 18:00:00,44.13,5.58,1.4,5.18,0.257,6.3,12.8,22.0,4.13,carbonate
2020-11-05 06:00:00,52.51,2.28,0.35,6.63,0.209,9.6,11.4,22.0,4.3,silicate
2020-12-03 18:00:00,44.13,4.47,0.83,7.31,0.056,9.8,32.3,22.0,4.02,oxide
2023-08-19 00:00:00,57.39,0.71,0.28,7.34,0.116,7.0,28.6,22.0,4.29,silicate
2024-05-10 06:00:00,77.71,-5.31,-1.75,7.77,0.258,6.0,10.7,22.0,4.91,oxide
2020-10-21 00:00:00,44.13,4.91,1.04,5.41,0.15,9.5,19.0,22.0,4.05,carbonate
2025-01-31 18:00:00,44.13,4.54,1.57,6.46,0.297,5.2,18.6,22.0,4.31,carbonate
2025-02-26 00:00:00,63.66,-1.0,-0.45,7.36,0.05,7.3,21.9,22.0,4.51,oxide
2020-01-28 00:00:00,66.98,-1.99,-0.58,7.78,0.134,6.5,24.0,22.0,4.69,carbonate
2020-01-11 12:00:00,59.89,0.03,0.01,7.78,0.218,9.3,15.5,22.0,4.37,silicate
2024-12-05 18:00:00,48.13,3.26,0.55,5.41,0.188,6.4,13.2,22.0,3.97,oxide
2023-01-09 18:00:00,44.13,4.64,0.72,5.15,0.228,9.2,19.0,22.0,4.12,oxide
2024-07-01 12:00:00,65.02,-1.61,-0.54,6.47,0.173,8.7,9.5,22.0,4.34,oxide
2022-02-15 00:00:00,49.81,2.95,0.56,5.76,0.111,9.3,8.2,22.0,4.12,oxide
2021-02-19 12:00:00,44.13,4.45,1.03,7.72,0.079,5.1,9.6,22.0,4.19,oxide
2022-02-25 12:00:00,50.14,3.0,1.17,7.06,0.273,6.1,12.4,22.0,4.09,oxide
2021-02-05 00:00:00,53.64,1.81,0.52,7.96,0.256,9.2,15.8,22.0,4.44,oxide
2020-12-04 06:00:00,77.71,-5.21,-1.29,5.53,0.276,8.5,28.8,22.0,4.81,carbonate
2020-04-14 18:00:00,63.27,-1.19,-0.24,6.21,0.257,7.2,31.2,22.0,4.44,carbonate
2021-05-15 12:00:00,48.88,3.52,0.4,5.44,0.15,8.2,11.9,22.0,4.1,oxide
2024-07-05 00:00:00,47.61,4.37,0.45,5.7,0.284,9.2,17.2,22.0,4.3,carbonate
2023-11-27 00:00:00,55.93,1.34,0.23,5.7,0.086,8.8,6.9,22.0,4.12,oxide
2024-10-28 06:00:00,44.13,5.54,0.75,5.56,0.075,8.5,15.0,22.0,4.08,oxide
2020-11-26 00:00:00,63.06,-0.85,-0.21,5.3,0.08,9.5,18.4,22.0,4.54,oxide
2023-12-09 06:00:00,44.13,4.37,1.11,6.23,0.1,5.6,11.7,22.0,3.98,silicate
2022-12-07 12:00:00,54.05,2.17,0.34,5.27,0.165,9.8,16.1,22.0,4.37,oxide
2026-07-16 12:00:00,54.49,1.5,0.19,5.66,0.089,9.5,10.3,22.0,4.35,oxide
2025-02-10 00:00:00,54.64,1.56,0.67,5.65,0.1,7.2,11.1,22.0,4.4,oxide
2022-11-26 18:00:00,76.46,-5.48,-1.97,7.79,0.122,9.7,14.4,22.0,4.83,oxide
2025-06-03 00:00:00,77.71,-6.25,-2.03,7.54,0.182,9.5,13.6,22.0,4.74,oxide
2023-12-15 12:00:00,62.55,-0.76,-0.3,6.25,0.222,6.5,11.1,22.0,4.33,carbonate
2023-03-21 06:00:00,44.13,4.58,1.68,7.02,0.117,5.2,17.9,22.0,4.08,oxide
2021-05-10 12:00:00,51.37,2.49,0.51,5.53,0.264,10.0,7.5,22.0,4.28,oxide
2021-05-31 06:00:00,52.06,2.66,0.36,7.82,0.246,5.3,7.9,22.0,4.38,carbonate
2020-04-11 18:00:00,59.41,0.2,0.06,6.35,0.197,7.1,10.8,22.0,4.22,oxide
2026-08-24 12:00:00,45.29,5.21,1.24,7.23,0.204,5.2,11.9,22.0,4.04,oxide
2025-01-29 00:00:00,54.52,1.74,0.68,6.39,0.29,7.4,11.0,22.0,4.14,carbonate
2025-06-25 00:00:00,56.45,1.08,0.47,6.69,0.209,6.0,20.8,22.0,4.18,oxide
2024-06-19 12:00:00,56.0,1.34,0.27,6.55,0.287,8.7,18.6,22.0,4.28,silicate
2026-03-19 00:00:00,56.06,1.17,0.2,5.81,0.131,5.9,13.6,22.0,4.33,oxide
2025-12-17 06:00:00,47.7,4.2,0.46,6.89,0.121,7.7,14.0,22.0,4.07,oxide
2022-04-25 18:00:00,77.71,-5.65,-1.35,6.76,0.3,9.2,11.3,22.0,4.75,carbonate
2024-10-27 18:00:00,60.3,-0.08,-0.04,6.09,0.137,6.6,11.5,22.0,4.32,oxide
2025-12-26 18:00:00,57.13,0.87,0.24,6.79,0.26,7.4,14.9,22.0,4.45,oxide
2021-01-08 00:00:00,52.35,2.12,1.02,7.77,0.234,7.9,17.3,22.0,4.25,oxide
2025-09-28 06:00:00,44.13,5.11,1.61,5.34,0.138,5.4,19.3,22.0,4.16,oxide
2021-07-01 12:00:00,44.13,5.17,1.3,6.65,0.093,7.5,10.7,22.0,4.13,oxide
2026-07-26 18:00:00,54.15,1.57,0.65,7.89,0.165,8.0,17.4,22.0,4.19,carbonate
2025-10-25 12:00:00,44.13,4.96,0.58,7.4,0.296,9.3,11.8,22.0,3.98,carbonate
2023-09-12 06:00:00,55.03,1.77,0.53,7.04,0.139,9.4,10.7,22.0,4.19,oxide
2022-07-23 06:00:00,59.11,0.32,0.11,7.72,0.127,7.2,11.8,22.0,4.47,oxide
2020-06-07 12:00:00,45.76,4.56,0.93,5.86,0.264,9.1,22.8,22.0,4.13,oxide
2023-02-06 06:00:00,52.55,2.38,0.34,7.39,0.06,6.8,16.7,22.0,4.18,carbonate
2022-11-05 06:00:00,53.73,1.72,0.25,6.98,0.212,9.1,11.4,22.0,4.34,oxide
2022-11-08 06:00:00,50.08,3.31,0.76,6.81,0.123,7.2,19.1,22.0,4.29,carbonate
2023-09-15 12:00:00,50.11,3.31,0.61,7.62,0.09,6.1,13.8,22.0,4.19,carbonate
2025-10-19 00:00:00,50.89,3.14,0.39,5.72,0.238,5.8,10.8,22.0,4.23,oxide
2024-01-09 00:00:00,44.13,4.76,0.63,5.33,0.296,8.5,9.5,22.0,4.09,carbonate
2020-08-05 18:00:00,48.8,3.33,1.09,6.21,0.289,5.9,11.2,22.0,4.14,oxide
2026-06-13 00:00:00,67.68,-2.43,-0.89,6.2,0.13,6.5,24.5,22.0,4.6,oxide
2026-09-14 06:00:00,46.54,4.69,0.51,7.07,0.251,8.5,23.3,22.0,4.12,oxide
2020-07-06 12:00:00,47.0,4.61,1.07,6.31,0.284,5.1,7.2,22.0,4.21,silicate
2026-09-08 06:00:00,44.13,5.81,2.07,5.15,0.285,8.5,19.0,22.0,3.94,carbonate
2023-11-12 00:00:00,77.71,-5.55,-1.63,7.61,0.067,8.3,21.3,22.0,4.74,carbonate
2025-11-01 06:00:00,45.17,4.79,1.71,7.99,0.161,8.2,12.5,22.0,4.01,oxide
2026-09-30 00:00:00,47.93,4.12,0.7,5.8,0.232,9.9,10.0,22.0,4.2,oxide
2026-08-05 00:00:00,56.7,0.97,0.2,6.81,0.076,8.0,23.7,22.0,4.37,carbonate
2026-09-13 06:00:00,51.77,2.97,0.97,6.28,0.132,5.3,14.0,22.0,4.31,carbonate
2026-09-10 00:00:00,69.9,-3.54,-1.24,5.31,0.201,5.9,10.8,22.0,4.61,silicate
2026-01-23 18:00:00,44.13,5.58,1.45,5.19,0.223,6.9,19.8,22.0,4.14,oxide
2024-05-07 18:00:00,57.77,0.8,0.24,7.8,0.262,9.4,18.3,22.0,4.38,oxide
2021-12-23 00:00:00,55.24,1.71,0.37,6.49,0.255,8.1,22.8,22.0,4.22,oxide
2023-06-09 12:00:00,58.64,0.4,0.14,7.51,0.273,8.8,21.9,22.0,4.53,oxide
2022-04-02 18:00:00,44.13,4.33,1.71,6.98,0.146,6.1,21.9,22.0,4.13,oxide
2021-02-01 00:00:00,48.37,3.45,1.15,6.19,0.261,8.3,20.0,22.0,4.06,oxide
2020-12-15 06:00:00,46.32,4.85,1.45,7.79,0.076,5.5,6.5,22.0,4.04,silicate
2025-03-13 00:00:00,49.43,3.71,0.5,6.84,0.165,6.5,14.5,22.0,4.06,carbonate
2025-06-24 00:00:00,77.71,-5.77,-0.64,7.84,0.131,5.9,21.8,22.0,4.63,oxide
2021-11-12 00:00:00,77.71,-5.24,-1.36,7.82,0.248,6.1,8.7,22.0,4.98,oxide
2020-03-28 18:00:00,77.71,-6.45,-1.74,6.33,0.053,7.0,11.3,22.0,4.77,oxide
2021-12-11 18:00:00,44.13,5.47,1.07,6.98,0.196,6.9,18.9,22.0,4.09,oxide
2024-07-16 00:00:00,55.1,1.68,0.35,6.35,0.144,7.9,12.2,22.0,4.27,oxide
2020-08-22 12:00:00,66.7,-2.04,-0.86,6.86,0.151,8.4,15.0,22.0,4.5,oxide
2021-01-26 00:00:00,77.34,-4.98,-0.87,6.21,0.251,9.6,12.9,22.0,4.63,carbonate
2021-06-04 18:00:00,44.13,4.55,1.01,6.97,0.151,6.3,9.5,22.0,4.1,oxide
2023-03-08 12:00:00,57.54,0.88,0.16,5.53,0.206,9.0,6.1,22.0,4.51,carbonate
2021-10-10 18:00:00,44.13,4.97,1.45,5.97,0.139,7.2,21.7,22.0,4.08,carbonate
2024-10-30 00:00:00,57.17,0.83,0.34,5.82,0.163,5.4,37.5,22.0,4.41,oxide
2021-08-12 12:00:00,44.13,4.71,1.24,5.15,0.068,6.5,16.6,22.0,4.18,oxide
2023-06-03 00:00:00,76.75,-5.56,-0.96,7.97,0.245,9.9,16.5,22.0,4.73,carbonate
2022-04-18 18:00:00,58.99,0.31,0.04,5.52,0.085,8.4,7.2,22.0,4.23,oxide
2021-06-23 00:00:00,55.4,1.41,0.46,5.44,0.097,6.9,12.7,22.0,4.35,carbonate
2024-09-20 12:00:00,61.24,-0.38,-0.09,6.15,0.169,5.6,12.8,22.0,4.53,carbonate
2020-07-21 06:00:00,47.41,4.22,0.52,6.06,0.089,7.6,28.4,22.0,4.07,carbonate
2021-10-19 00:00:00,54.28,2.04,0.66,7.71,0.163,5.8,10.3,22.0,4.3,carbonate
2024-07-22 12:00:00,59.96,0.01,0.0,7.21,0.284,9.8,21.9,22.0,4.27,oxide
2025-05-08 12:00:00,54.19,1.75,0.61,5.17,0.231,8.2,26.9,22.0,4.34,carbonate
2020-07-01 00:00:00,52.73,2.34,0.53,7.7,0.124,9.1,10.7,22.0,4.23,silicate
2023-12-03 12:00:00,59.36,0.22,0.03,6.23,0.188,7.7,8.0,22.0,4.4,oxide
2024-12-23 12:00:00,77.71,-6.45,-2.09,7.61,0.142,9.2,9.6,22.0,4.75,carbonate
2020-01-16 00:00:00,53.7,2.04,0.4,5.05,0.278,9.4,10.7,22.0,4.39,oxide
2024-01-06 00:00:00,52.31,2.4,1.01,5.23,0.086,9.9,13.3,22.0,4.29,oxide
2026-07-09 12:00:00,44.13,4.6,1.18,6.41,0.24,7.7,18.6,22.0,4.19,carbonate
2023-06-04 12:00:00,44.13,4.26,1.61,7.24,0.098,5.9,11.8,22.0,4.08,oxide
2023-08-08 00:00:00,77.71,-5.42,-2.24,7.37,0.065,8.1,17.2,22.0,4.72,carbonate
2021-12-31 06:00:00,77.53,-4.73,-1.3,6.16,0.219,5.7,9.9,22.0,4.99,oxide
2020-09-11 00:00:00,50.99,3.11,0.5,7.25,0.29,9.5,17.6,22.0,4.21,oxide
2024-09-30 12:00:00,54.5,1.96,0.41,6.26,0.138,9.4,11.3,22.0,4.18,carbonate
2023-02-15 18:00:00,44.13,5.28,1.15,6.14,0.151,5.4,21.0,22.0,4.07,carbonate
2022-02-20 06:00:00,77.4,-6.05,-1.73,7.32,0.203,7.1,11.1,22.0,4.76,oxide
2024-07-03 12:00:00,57.18,0.98,0.2,6.69,0.072,8.4,12.7,22.0,4.38,silicate
2026-02-09 12:00:00,44.13,5.27,1.9,7.56,0.287,7.8,19.9,22.0,4.11,carbonate
2021-02-18 00:00:00,65.21,-1.9,-0.59,6.33,0.192,7.3,13.3,22.0,4.5,oxide
2020-09-23 12:00:00,44.13,5.38,1.73,6.67,0.266,7.8,14.0,22.0,4.23,oxide
