timestamp,feed_rate_tph,crusher_gap_mm,power_draw_kw,product_p80_mm,liner_wear_pct,vibration_rms_mm_s,ore_hardness_wi,feed_moisture_pct
2020-07-13 03:00:00,135.7,21.6,200.0,27.6,52.0,4.42,22.0,5.3
2020-07-13 04:00:00,103.3,22.4,200.0,21.2,60.1,3.63,22.0,8.3
2020-07-13 05:00:00,82.3,19.4,200.0,22.4,50.6,4.39,22.0,9.2
2020-07-13 06:00:00,90.8,16.4,200.0,17.5,52.1,4.38,22.0,8.4
2020-07-13 07:00:00,137.6,19.0,200.0,18.6,45.0,5.15,22.0,8.6
2020-07-13 08:00:00,95.7,24.7,200.0,28.9,54.9,4.05,22.0,6.4
2020-07-13 09:00:00,124.6,22.4,200.0,24.6,50.9,4.61,22.0,6.8
2020-07-13 10:00:00,103.0,25.0,200.0,28.5,56.7,4.35,22.0,8.7
2020-07-13 11:00:00,82.3,13.8,200.0,15.0,51.2,4.32,22.0,9.1
2020-07-13 12:00:00,99.8,13.3,200.0,11.8,47.2,4.27,22.0,6.3
2020-07-13 13:00:00,104.8,21.2,200.0,26.9,56.6,4.08,22.0,8.2
2020-07-13 14:00:00,93.9,20.6,200.0,23.1,45.7,4.84,22.0,7.0
2020-07-13 15:00:00,138.2,16.1,200.0,19.1,46.0,4.72,22.0,6.0
2020-07-13 16:00:00,139.4,17.7,200.0,16.6,48.0,4.95,22.0,5.9
2020-07-13 17:00:00,96.6,14.4,210.0,16.0,47.0,4.92,22.0,9.3
2020-07-13 18:00:00,137.6,16.9,200.0,19.3,36.4,5.14,22.0,9.9
2020-07-13 19:00:00,135.2,24.1,200.0,25.2,51.3,4.14,22.0,6.9
2020-07-13 20:00:00,136.9,16.7,317.0,16.7,40.2,4.8,22.0,6.0
2020-07-13 21:00:00,124.2,14.7,200.0,16.8,50.1,4.33,22.0,9.3
2020-07-13 22:00:00,109.3,15.4,200.0,19.6,55.4,3.88,22.0,6.4
2020-07-13 23:00:00,104.7,18.5,200.0,20.8,55.9,4.22,22.0,10.0
2020-07-14 00:00:00,81.7,18.2,200.0,20.4,51.1,4.72,22.0,8.4
2020-07-14 01:00:00,92.9,13.2,200.0,13.2,60.5,4.03,22.0,8.6
2020-07-14 02:00:00,124.4,13.4,200.0,12.7,44.3,4.67,22.0,9.7
2020-07-14 03:00:00,86.8,15.1,200.0,18.6,46.3,5.12,22.0,7.1
2020-07-14 04:00:00,80.8,21.5,200.0,18.9,49.4,4.68,22.0,6.6
2020-07-14 05:00:00,127.5,17.9,200.0,20.5,49.8,4.49,22.0,6.0
2020-07-14 06:00:00,103.5,13.6,222.0,15.0,55.5,4.37,22.0,7.4
2020-07-14 07:00:00,103.7,20.9,200.0,24.1,45.0,4.75,22.0,6.2
2020-07-14 08:00:00,96.3,12.2,200.0,14.9,56.4,3.78,22.0,5.0
2020-07-14 09:00:00,130.4,19.7,200.0,23.6,50.3,4.15,22.0,9.8
2020-07-14 10:00:00,129.0,16.5,200.0,17.5,50.8,4.39,22.0,5.1
2020-07-14 11:00:00,110.3,12.6,200.0,12.9,48.2,4.63,22.0,8.9
2020-07-14 12:00:00,115.3,13.6,200.0,13.9,44.7,4.96,22.0,7.5
2020-07-14 13:00:00,94.7,21.7,200.0,23.1,47.2,4.39,22.0,6.0
2020-07-14 14:00:00,88.7,15.2,200.0,17.7,38.2,5.16,22.0,5.9
2020-07-14 15:00:00,99.9,15.5,200.0,18.5,52.9,4.82,22.0,6.7
2020-07-14 16:00:00,126.6,18.3,200.0,18.7,61.3,3.77,22.0,8.1
2020-07-14 17:00:00,133.6,14.0,200.0,14.4,54.7,4.43,22.0,8.6
2020-07-14 18:00:00,105.0,24.6,200.0,31.3,35.0,5.65,22.0,9.5
2020-07-14 19:00:00,133.8,16.9,200.0,20.7,41.6,5.2,22.0,9.4
2020-07-14 20:00:00,97.7,17.8,200.0,17.0,43.0,4.6,22.0,8.5
2020-07-14 21:00:00,102.8,12.9,200.0,13.6,52.4,4.23,22.0,8.4
2020-07-14 22:00:00,99.1,19.2,200.0,24.2,44.6,4.79,22.0,7.3
2020-07-14 23:00:00,94.5,22.4,200.0,20.1,45.7,4.68,22.0,5.7
2020-07-15 00:00:00,104.1,17.5,200.0,22.1,45.0,4.58,22.0,9.6
2020-07-15 01:00:00,100.2,14.2,200.0,18.0,45.6,4.94,22.0,7.1
2020-07-15 02:00:00,92.9,12.3,200.0,11.0,47.4,3.84,22.0,7.6
2020-07-15 03:00:00,111.7,16.5,200.0,15.9,46.1,4.51,22.0,6.6
2020-07-15 04:00:00,119.2,23.2,200.0,20.1,44.3,4.76,22.0,9.7
2020-07-15 05:00:00,124.3,13.3,200.0,16.5,42.1,4.7,22.0,8.5
2020-07-15 06:00:00,127.5,24.4,200.0,22.3,35.5,5.21,22.0,7.4
2020-07-15 07:00:00,110.5,23.4,200.0,22.9,39.9,5.01,22.0,5.1
2020-07-15 08:00:00,101.8,12.5,200.0,15.7,42.1,5.41,22.0,5.8
2020-07-15 09:00:00,95.8,13.1,200.0,13.3,42.0,4.46,22.0,5.1
2020-07-15 10:00:00,105.3,17.8,200.0,18.2,45.8,4.78,22.0,5.8
2020-07-15 11:00:00,98.1,13.0,200.0,13.0,32.9,4.95,22.0,7.9
2020-07-15 12:00:00,112.9,24.4,200.0,30.4,45.3,4.51,22.0,7.4
2020-07-15 13:00:00,80.7,12.3,200.0,15.7,43.4,4.84,22.0,9.6
2020-07-15 14:00:00,108.4,24.2,200.0,29.7,39.7,5.03,22.0,5.6
2020-07-15 15:00:00,124.4,20.4,200.0,19.6,43.6,5.23,22.0,8.5
2020-07-15 16:00:00,96.8,19.1,200.0,21.6,40.4,4.71,22.0,5.3
2020-07-15 17:00:00,132.3,20.5,200.0,21.5,37.4,5.05,22.0,8.9
2020-07-15 18:00:00,90.9,13.7,200.0,16.6,41.1,5.32,22.0,9.2
2020-07-15 19:00:00,127.4,21.7,200.0,26.4,44.9,5.29,22.0,7.1
2020-07-15 20:00:00,124.5,15.4,200.0,16.9,45.6,4.53,22.0,7.1
2020-07-15 21:00:00,103.7,22.1,200.0,27.2,37.8,5.21,22.0,6.0
2020-07-15 22:00:00,80.1,22.7,200.0,22.2,49.3,4.73,22.0,9.0
2020-07-15 23:00:00,85.8,17.7,200.0,19.7,36.2,4.67,22.0,9.1
2020-07-16 00:00:00,113.1,17.9,200.0,22.7,34.5,5.11,22.0,7.7
2020-07-16 01:00:00,135.7,14.8,200.0,15.0,45.2,4.39,22.0,5.5
2020-07-16 02:00:00,106.6,19.6,200.0,24.1,51.1,4.46,22.0,9.1
2020-07-16 03:00:00,125.7,13.1,200.0,14.6,47.3,4.26,22.0,10.0
2020-07-16 04:00:00,89.4,15.8,200.0,17.2,45.2,4.55,22.0,6.2
2020-07-16 05:00:00,128.0,14.2,200.0,15.5,36.9,4.94,22.0,9.4
2020-07-16 06:00:00,95.8,23.5,200.0,29.0,44.1,4.43,22.0,9.4
2020-07-16 07:00:00,87.4,21.1,200.0,24.4,29.8,5.6,22.0,5.8
2020-07-16 08:00:00,108.2,21.8,200.0,22.3,38.9,4.97,22.0,7.4
2020-07-16 09:00:00,110.3,22.3,200.0,22.0,40.8,4.97,22.0,9.8
2020-07-16 10:00:00,115.5,13.8,200.0,17.3,30.6,6.06,22.0,5.4
2020-07-16 11:00:00,108.3,23.4,200.0,26.7,42.3,5.07,22.0,8.1
2020-07-16 12:00:00,105.3,20.5,200.0,24.6,36.0,4.93,22.0,5.9
2020-07-16 13:00:00,118.3,14.6,200.0,13.6,27.7,5.65,22.0,5.3
2020-07-16 14:00:00,123.6,24.2,200.0,29.6,39.5,4.93,22.0,9.3
2020-07-16 15:00:00,104.6,17.7,200.0,21.3,45.6,4.19,22.0,7.6
2020-07-16 16:00:00,129.4,16.7,200.0,20.1,36.9,5.29,22.0,8.4
2020-07-16 17:00:00,101.9,15.7,200.0,13.5,32.9,5.61,22.0,9.6
2020-07-16 18:00:00,133.8,20.3,200.0,22.9,42.9,4.91,22.0,5.6
2020-07-16 19:00:00,91.5,17.9,200.0,19.0,42.9,4.28,22.0,7.2
2020-07-16 20:00:00,115.0,14.2,200.0,13.8,36.4,5.2,22.0,8.2
2020-07-16 21:00:00,135.1,22.0,200.0,27.8,44.9,5.29,22.0,8.9
2020-07-16 22:00:00,93.1,14.1,200.0,17.5,44.1,4.9,22.0,6.2
2020-07-16 23:00:00,139.1,17.1,229.0,17.6,39.1,5.06,22.0,8.7
2020-07-17 00:00:00,128.4,19.4,200.0,23.4,39.1,5.13,22.0,5.1
2020-07-17 01:00:00,104.3,12.6,200.0,13.6,26.4,5.6,22.0,7.9
2020-07-17 02:00:00,109.4,21.1,200.0,25.5,32.9,5.23,22.0,8.7
2020-07-17 03:00:00,85.4,13.0,200.0,14.5,36.9,5.47,22.0,8.0
2020-07-17 04:00:00,106.9,12.4,200.0,15.2,38.1,5.18,22.0,7.0
2020-07-17 05:00:00,139.4,17.7,200.0,16.3,44.0,5.1,22.0,9.6
2020-07-17 06:00:00,139.6,18.1,268.0,21.1,37.6,4.72,22.0,9.6
2020-07-17 07:00:00,89.9,16.2,200.0,15.8,43.7,4.89,22.0,8.7
2020-07-17 08:00:00,80.9,17.2,200.0,17.0,49.3,4.39,22.0,7.4
2020-07-17 09:00:00,88.5,13.1,200.0,13.3,27.1,5.29,22.0,8.8
2020-07-17 10:00:00,113.8,20.1,200.0,18.0,28.4,5.79,22.0,6.7
2020-07-17 11:00:00,134.7,21.7,200.0,25.3,30.8,5.37,22.0,9.3
2020-07-17 12:00:00,81.3,14.7,200.0,18.8,39.0,5.01,22.0,8.4
2020-07-17 13:00:00,100.7,14.3,200.0,14.6,34.7,5.18,22.0,5.9
2020-07-17 14:00:00,139.7,12.5,255.0,10.7,40.5,4.58,22.0,7.2
2020-07-17 15:00:00,112.6,18.1,200.0,18.5,30.2,5.23,22.0,8.9
2020-07-17 16:00:00,109.9,21.0,200.0,18.2,27.9,5.6,22.0,6.4
2020-07-17 17:00:00,84.1,21.3,200.0,23.6,33.7,5.22,22.0,6.5
2020-07-17 18:00:00,101.9,12.4,200.0,14.5,30.3,5.59,22.0,8.3
2020-07-17 19:00:00,107.0,24.6,200.0,24.3,38.3,4.51,22.0,8.2
2020-07-17 20:00:00,110.1,24.8,200.0,23.1,41.1,5.36,22.0,8.3
2020-07-17 21:00:00,133.9,22.8,200.0,19.9,40.9,5.04,22.0,5.8
2020-07-17 22:00:00,134.4,20.9,200.0,25.8,35.8,5.4,22.0,6.5
2020-07-17 23:00:00,105.3,16.8,200.0,18.0,23.9,5.57,22.0,9.4
2020-07-18 00:00:00,81.6,17.1,200.0,15.1,34.8,5.35,22.0,7.1
2020-07-18 01:00:00,132.1,23.8,200.0,23.8,42.0,4.5,22.0,8.9
2020-07-18 02:00:00,114.1,15.6,200.0,16.3,37.7,4.94,22.0,5.9
2020-07-18 03:00:00,90.4,23.4,200.0,24.0,37.2,4.77,22.0,8.4
2020-07-18 04:00:00,116.8,14.0,200.0,17.1,26.6,5.61,22.0,5.6
2020-07-18 05:00:00,114.5,16.2,200.0,16.8,37.1,5.24,22.0,8.1
2020-07-18 06:00:00,101.5,17.5,200.0,17.1,44.5,4.64,22.0,9.6
2020-07-18 07:00:00,83.6,20.0,200.0,20.8,38.7,5.22,22.0,9.9
2020-07-18 08:00:00,81.5,21.7,200.0,22.0,29.4,5.71,22.0,8.1
2020-07-18 09:00:00,121.4,13.8,200.0,12.3,29.6,5.43,22.0,5.9
2020-07-18 10:00:00,85.8,17.2,200.0,22.0,30.5,5.42,22.0,9.2
2020-07-18 11:00:00,134.8,16.8,200.0,17.7,35.2,5.28,22.0,8.1
2020-07-18 12:00:00,88.8,15.9,200.0,15.0,21.2,6.19,22.0,8.1
2020-07-18 13:00:00,113.0,17.9,200.0,18.9,22.8,5.61,22.0,7.4
2020-07-18 14:00:00,126.5,21.5,200.0,23.3,30.1,5.85,22.0,7.1
2020-07-18 15:00:00,131.5,19.2,200.0,19.8,36.7,5.04,22.0,9.9
2020-07-18 16:00:00,133.2,18.6,200.0,18.6,35.0,5.3,22.0,6.0
2020-07-18 17:00:00,113.3,18.7,200.0,21.7,28.2,5.23,22.0,7.1
2020-07-18 18:00:00,94.3,21.3,200.0,24.3,41.9,4.46,22.0,7.0
2020-07-18 19:00:00,92.2,19.2,200.0,19.0,38.9,4.88,22.0,8.0
2020-07-18 20:00:00,106.9,21.2,200.0,23.2,24.0,5.45,22.0,7.5
2020-07-18 21:00:00,117.8,18.5,200.0,17.0,27.9,5.38,22.0,8.2
2020-07-18 22:00:00,131.7,21.0,200.0,22.4,36.0,5.22,22.0,9.9
2020-07-18 23:00:00,110.2,23.0,200.0,24.6,36.7,5.24,22.0,7.6
2020-07-19 00:00:00,122.1,13.0,306.0,12.2,33.2,6.06,22.0,6.4
2020-07-19 01:00:00,121.4,21.8,200.0,20.4,33.5,5.47,22.0,9.3
2020-07-19 02:00:00,87.1,22.6,200.0,20.7,37.1,5.51,22.0,8.7
2020-07-19 03:00:00,128.9,21.7,200.0,26.6,32.4,5.31,22.0,7.7
2020-07-19 04:00:00,105.8,15.0,200.0,17.6,34.2,5.49,22.0,7.3
2020-07-19 05:00:00,83.4,13.5,200.0,12.7,23.3,5.83,22.0,7.1
2020-07-19 06:00:00,114.2,23.9,200.0,29.0,35.8,5.31,22.0,9.2
2020-07-19 07:00:00,134.4,16.4,200.0,16.3,26.1,5.73,22.0,8.9
2020-07-19 08:00:00,125.6,14.4,200.0,14.4,30.5,5.57,22.0,7.1
2020-07-19 09:00:00,87.2,20.8,200.0,18.4,31.3,5.83,22.0,7.9
2020-07-19 10:00:00,128.0,23.3,200.0,27.2,24.0,6.8,22.0,7.4
2020-07-19 11:00:00,82.7,24.8,200.0,23.6,24.8,5.83,22.0,6.2
2020-07-19 12:00:00,114.5,19.1,200.0,20.0,30.8,5.5,22.0,7.0
2020-07-19 13:00:00,86.9,23.4,200.0,21.5,25.5,5.47,22.0,7.6
2020-07-19 14:00:00,116.1,18.3,200.0,21.7,29.0,5.65,22.0,5.3
2020-07-19 15:00:00,89.2,19.0,200.0,20.3,30.2,5.88,22.0,5.8
2020-07-19 16:00:00,133.6,19.4,200.0,24.4,24.2,5.81,22.0,7.8
2020-07-19 17:00:00,119.1,23.4,200.0,22.2,32.5,5.41,22.0,5.4
2020-07-19 18:00:00,106.4,15.1,200.0,13.3,23.0,5.67,22.0,9.3
2020-07-19 19:00:00,134.4,21.7,200.0,21.7,25.9,6.07,22.0,9.3
2020-07-19 20:00:00,90.4,16.4,200.0,17.8,29.7,5.4,22.0,7.8
2020-07-19 21:00:00,132.7,13.3,200.0,14.7,26.8,5.64,22.0,5.5
2020-07-19 22:00:00,86.8,24.7,200.0,29.9,20.0,6.15,22.0,8.5
2020-07-19 23:00:00,126.3,24.0,200.0,26.4,27.0,5.47,22.0,8.4
2020-07-20 00:00:00,88.6,18.6,200.0,17.2,29.6,5.26,22.0,9.9
2020-07-20 01:00:00,89.2,14.0,200.0,15.6,27.4,5.86,22.0,8.1
2020-07-20 02:00:00,131.7,23.2,200.0,21.6,27.2,5.37,22.0,9.3
2020-07-20 03:00:00,106.9,17.2,200.0,20.8,27.3,4.98,22.0,8.0
2020-07-20 04:00:00,95.3,18.7,200.0,16.7,26.5,5.27,22.0,5.4
2020-07-20 05:00:00,119.5,24.9,200.0,22.9,30.3,5.34,22.0,9.8
2020-07-20 06:00:00,131.7,18.1,200.0,18.6,27.4,5.21,22.0,7.1
2020-07-20 07:00:00,104.9,13.9,200.0,13.2,24.9,5.33,22.0,9.8
2020-07-20 08:00:00,97.2,20.6,200.0,22.6,25.6,5.69,22.0,5.3
2020-07-20 09:00:00,96.6,19.2,200.0,22.4,20.0,6.18,22.0,9.9
2020-07-20 10:00:00,120.9,14.4,200.0,16.6,36.7,4.88,22.0,8.2
2020-07-20 11:00:00,122.4,14.4,200.0,13.3,31.0,5.4,22.0,7.3
2020-07-20 12:00:00,134.8,24.0,200.0,29.3,22.5,5.76,22.0,9.7
2020-07-20 13:00:00,81.3,12.5,200.0,12.1,22.0,5.97,22.0,6.6
2020-07-20 14:00:00,88.2,20.1,200.0,18.4,26.0,5.85,22.0,5.3
2020-07-20 15:00:00,115.4,22.3,200.0,23.1,32.3,5.11,22.0,6.6
2020-07-20 16:00:00,97.6,16.9,200.0,14.7,30.1,5.02,22.0,5.3
2020-07-20 17:00:00,107.0,13.8,200.0,12.8,20.0,5.65,22.0,9.6
2020-07-20 18:00:00,135.6,24.0,200.0,26.5,25.6,6.05,22.0,6.0
2020-07-20 19:00:00,85.8,15.4,200.0,13.2,20.4,6.43,22.0,5.3
2020-07-20 20:00:00,118.9,14.3,200.0,15.0,29.5,5.08,22.0,9.1
2020-07-20 21:00:00,128.2,12.8,200.0,15.3,29.0,5.66,22.0,5.5
2020-07-20 22:00:00,87.2,23.6,200.0,22.9,27.5,5.21,22.0,8.1
2020-07-20 23:00:00,118.8,19.0,200.0,23.1,27.5,6.03,22.0,9.6
2020-07-21 00:00:00,129.9,17.1,200.0,21.6,20.6,5.9,22.0,9.1
2020-07-21 01:00:00,92.4,22.0,200.0,24.7,20.0,6.47,22.0,5.9
2020-07-21 02:00:00,88.1,18.8,200.0,23.3,24.8,6.04,22.0,7.9
2020-07-21 03:00:00,83.9,16.0,200.0,19.3,20.0,5.92,22.0,8.2
2020-07-21 04:00:00,123.7,17.0,200.0,19.3,25.8,5.99,22.0,9.9
2020-07-21 05:00:00,104.8,21.9,200.0,21.9,23.7,5.69,22.0,7.7
2020-07-21 06:00:00,110.0,15.5,200.0,15.5,23.3,5.72,22.0,7.8
2020-07-21 07:00:00,85.9,19.0,200.0,23.1,20.0,6.13,22.0,7.4
2020-07-21 08:00:00,87.0,23.3,200.0,21.7,22.0,5.76,22.0,5.6
2020-07-21 09:00:00,120.4,23.4,200.0,28.6,20.0,5.26,22.0,9.9
2020-07-21 10:00:00,104.7,23.6,200.0,23.0,20.0,5.68,22.0,5.9
2020-07-21 11:00:00,130.4,21.9,200.0,26.3,27.0,5.47,22.0,9.0
2020-07-21 12:00:00,127.2,18.6,200.0,21.6,30.2,5.13,22.0,6.4
2020-07-21 13:00:00,127.1,18.5,200.0,19.0,26.2,5.96,22.0,7.9
2020-07-21 14:00:00,131.6,24.5,200.0,21.7,22.3,5.48,22.0,5.5
2020-07-21 15:00:00,130.8,22.0,200.0,22.4,20.0,5.78,22.0,7.8
2020-07-21 16:00:00,112.6,14.8,200.0,13.6,29.8,5.42,22.0,7.3
2020-07-21 17:00:00,97.2,16.3,200.0,16.6,25.5,5.53,22.0,6.0
2020-07-21 18:00:00,113.8,16.3,200.0,15.2,20.0,5.55,22.0,5.6
2020-07-21 19:00:00,94.2,22.1,200.0,28.2,29.3,5.66,22.0,7.5
2020-07-21 20:00:00,91.5,18.1,200.0,21.8,20.0,5.89,22.0,6.3
2020-07-21 21:00:00,110.4,21.5,200.0,26.2,22.2,6.32,22.0,8.0
2020-07-21 22:00:00,117.4,12.6,260.0,14.3,33.7,5.46,22.0,6.4
2020-07-21 23:00:00,107.1,20.7,200.0,20.5,20.0,6.34,22.0,7.3
2020-07-22 00:00:00,128.4,16.1,200.0,17.2,20.0,5.84,22.0,9.0
2020-07-22 01:00:00,115.1,14.8,235.0,18.7,20.0,6.23,22.0,6.0
2020-07-22 02:00:00,138.7,20.6,200.0,23.8,22.9,6.41,22.0,9.2
2020-07-22 03:00:00,90.2,13.3,200.0,17.0,20.0,5.97,22.0,8.9
2020-07-22 04:00:00,98.7,20.6,200.0,22.4,24.5,5.5,22.0,7.3
2020-07-22 05:00:00,84.2,24.9,200.0,21.5,20.3,5.77,22.0,8.8
2020-07-22 06:00:00,110.0,23.9,200.0,24.6,27.1,5.58,22.0,8.7
2020-07-22 07:00:00,83.0,21.9,200.0,25.2,25.1,6.01,22.0,9.2
2020-07-22 08:00:00,119.1,16.4,200.0,20.4,20.0,5.41,22.0,7.0
2020-07-22 09:00:00,95.0,15.9,200.0,19.5,24.6,5.52,22.0,7.0
2020-07-22 10:00:00,125.3,24.6,200.0,27.3,24.0,5.56,22.0,9.3
2020-07-22 11:00:00,82.4,13.3,200.0,15.8,20.0,6.19,22.0,8.1
2020-07-22 12:00:00,100.2,14.7,200.0,16.6,24.8,5.87,22.0,5.5
2020-07-22 13:00:00,135.9,22.8,200.0,26.1,20.0,5.96,22.0,6.4
2020-07-22 14:00:00,84.1,18.5,200.0,19.8,27.2,5.65,22.0,9.0
2020-07-22 15:00:00,132.5,23.7,200.0,23.2,23.8,5.98,22.0,6.9
2020-07-22 16:00:00,99.8,16.8,200.0,20.5,25.1,5.78,22.0,8.6
2020-07-22 17:00:00,82.3,16.0,200.0,17.2,20.0,6.35,22.0,6.2
2020-07-22 18:00:00,134.0,19.7,200.0,19.1,20.9,6.07,22.0,7.3
2020-07-22 19:00:00,105.7,20.9,200.0,23.1,20.0,5.95,22.0,5.0
2020-07-22 20:00:00,106.1,20.7,200.0,24.6,23.6,5.75,22.0,9.2
2020-07-22 21:00:00,121.3,15.3,200.0,15.1,23.1,5.79,22.0,6.4
2020-07-22 22:00:00,108.1,23.0,200.0,25.5,20.0,5.74,22.0,9.3
2020-07-22 23:00:00,126.6,18.0,200.0,20.7,20.0,6.02,22.0,8.7
2020-07-23 00:00:00,114.0,13.1,200.0,14.5,20.0,6.12,22.0,5.8
2020-07-23 01:00:00,99.1,19.2,200.0,24.2,20.0,6.17,22.0,7.8
2020-07-23 02:00:00,118.3,15.7,200.0,17.4,20.0,5.88,22.0,9.2
2020-07-23 03:00:00,85.3,19.7,200.0,21.8,20.0,5.93,22.0,5.3
2020-07-23 04:00:00,109.5,14.4,200.0,16.6,24.9,5.54,22.0,9.1
2020-07-23 05:00:00,100.4,22.7,200.0,21.1,20.5,5.68,22.0,7.5
2020-07-23 06:00:00,104.1,14.2,200.0,14.4,20.0,5.72,22.0,7.8
2020-07-23 07:00:00,120.5,17.5,200.0,19.9,20.0,5.88,22.0,9.2
2020-07-23 08:00:00,89.7,12.5,200.0,12.2,20.0,6.19,22.0,5.4
2020-07-23 09:00:00,82.1,20.4,200.0,22.2,20.0,5.89,22.0,5.7
2020-07-23 10:00:00,132.5,13.2,200.0,14.6,20.0,5.54,22.0,6.1
2020-07-23 11:00:00,131.1,21.4,200.0,24.4,20.0,5.89,22.0,5.1
2020-07-23 12:00:00,135.1,20.7,200.0,22.0,20.0,5.72,22.0,9.4
2020-07-23 13:00:00,122.6,17.4,200.0,17.1,20.0,5.98,22.0,8.2
2020-07-23 14:00:00,133.0,18.4,200.0,23.3,20.0,6.06,22.0,6.0
2020-07-23 15:00:00,99.4,22.9,200.0,26.1,23.3,5.82,22.0,8.3
2020-07-23 16:00:00,89.0,15.3,200.0,14.3,20.0,5.71,22.0,6.2
2020-07-23 17:00:00,121.7,20.3,200.0,20.7,20.0,5.6,22.0,8.9
2020-07-23 18:00:00,101.1,19.5,200.0,20.6,20.0,5.87,22.0,5.6
2020-07-23 19:00:00,96.4,21.4,200.0,24.4,20.0,6.05,22.0,9.1
2020-07-23 20:00:00,115.5,17.2,200.0,20.2,20.0,6.6,22.0,5.9
2020-07-23 21:00:00,88.7,23.5,200.0,29.9,20.0,6.01,22.0,5.1
2020-07-23 22:00:00,115.6,15.1,200.0,14.5,20.0,5.63,22.0,5.8
2020-07-23 23:00:00,132.4,22.5,200.0,25.5,20.0,5.79,22.0,5.4
2020-07-24 00:00:00,121.3,19.8,200.0,18.8,20.0,6.11,22.0,5.6
2020-07-24 01:00:00,110.6,22.4,200.0,21.8,20.0,6.41,22.0,8.8
2020-07-24 02:00:00,109.2,24.5,200.0,21.6,21.4,5.8,22.0,8.2
2020-07-24 03:00:00,99.1,12.0,200.0,14.8,20.0,5.91,22.0,8.3
2020-07-24 04:00:00,125.6,12.4,200.0,15.7,20.0,6.3,22.0,7.7
2020-07-24 05:00:00,136.1,12.0,200.0,14.0,20.0,6.53,22.0,7.8
2020-07-24 06:00:00,108.5,16.1,200.0,17.0,20.0,6.32,22.0,6.6
2020-07-24 07:00:00,133.0,17.1,200.0,19.7,20.0,5.52,22.0,7.9
2020-07-24 08:00:00,81.3,16.9,200.0,20.9,20.0,6.16,22.0,6.8
2020-07-24 09:00:00,91.4,12.6,240.0,15.6,20.0,5.73,22.0,6.7
2020-07-24 10:00:00,83.1,23.7,200.0,21.9,20.0,6.08,22.0,7.4
2020-07-24 11:00:00,112.1,13.7,200.0,16.1,20.0,6.09,22.0,8.4
2020-07-24 12:00:00,99.8,19.0,200.0,17.2,25.6,5.45,22.0,5.7
2020-07-24 13:00:00,130.5,23.8,200.0,29.4,20.0,5.83,22.0,6.4
2020-07-24 14:00:00,120.9,19.0,200.0,22.4,20.0,5.54,22.0,8.3
2020-07-24 15:00:00,117.2,16.8,200.0,18.1,20.0,5.83,22.0,6.9
2020-07-24 16:00:00,87.5,21.2,200.0,23.5,20.0,5.81,22.0,8.0
2020-07-24 17:00:00,96.7,24.9,200.0,28.4,20.0,5.89,22.0,9.5
2020-07-24 18:00:00,123.5,19.8,200.0,17.6,20.0,6.2,22.0,9.4
2020-07-24 19:00:00,92.1,20.4,200.0,23.2,20.0,6.29,22.0,9.9
2020-07-24 20:00:00,122.0,14.3,200.0,12.5,20.0,5.7,22.0,8.1
2020-07-24 21:00:00,134.0,15.4,200.0,15.8,20.0,5.96,22.0,8.2
2020-07-24 22:00:00,132.2,22.3,200.0,21.3,20.0,5.91,22.0,5.8
2020-07-24 23:00:00,81.8,21.8,200.0,19.8,20.0,6.36,22.0,7.9
2020-07-25 00:00:00,132.8,15.1,200.0,13.3,20.0,5.72,22.0,9.6
2020-07-25 01:00:00,97.5,18.6,200.0,16.1,20.0,5.93,22.0,8.1
2020-07-25 02:00:00,106.1,23.4,200.0,21.9,20.0,6.2,22.0,8.5
2020-07-25 03:00:00,111.8,14.3,200.0,14.4,20.0,5.93,22.0,6.2
2020-07-25 04:00:00,104.6,21.4,200.0,20.6,20.0,5.9,22.0,8.5
2020-07-25 05:00:00,117.7,16.5,200.0,16.2,20.0,5.43,22.0,7.9
2020-07-25 06:00:00,130.1,12.9,498.0,13.5,20.0,5.91,22.0,6.4
2020-07-25 07:00:00,121.8,15.6,332.0,15.2,20.0,6.64,22.0,5.3
2020-07-25 08:00:00,94.3,17.5,200.0,19.5,20.0,5.99,22.0,8.5
2020-07-25 09:00:00,135.1,21.7,200.0,20.5,20.0,5.86,22.0,9.0
2020-07-25 10:00:00,121.7,13.7,340.0,13.0,20.0,5.86,22.0,5.8
2020-07-25 11:00:00,88.2,23.1,200.0,22.3,20.0,6.45,22.0,7.8
2020-07-25 12:00:00,123.8,16.2,210.0,20.4,20.0,6.08,22.0,5.9
2020-07-25 13:00:00,82.0,14.0,200.0,15.9,20.0,6.26,22.0,8.4
2020-07-25 14:00:00,117.5,16.8,200.0,16.7,20.0,5.93,22.0,5.7
2020-07-25 15:00:00,135.5,24.1,200.0,28.1,20.0,6.02,22.0,7.8
2020-07-25 16:00:00,114.5,19.3,200.0,23.4,20.0,5.22,22.0,5.5
2020-07-25 17:00:00,98.4,16.6,200.0,20.7,20.0,5.9,22.0,9.0
2020-07-25 18:00:00,139.3,17.6,200.0,15.6,20.0,6.16,22.0,6.2
2020-07-25 19:00:00,128.5,21.6,200.0,26.2,20.0,6.08,22.0,5.5
2020-07-25 20:00:00,94.9,12.6,200.0,15.3,20.0,6.08,22.0,7.3
2020-07-25 21:00:00,84.3,24.4,200.0,29.4,20.0,6.01,22.0,9.4
2020-07-25 22:00:00,138.0,22.8,200.0,24.5,20.0,6.29,22.0,9.1
2020-07-25 23:00:00,82.1,23.5,200.0,29.2,20.0,5.34,22.0,9.9
