timestamp,thickener_id,filter_id,thickener_health_score,filter_health_score,source_circuit,feed_grade_pct,feed_solids_pct,flocculant_dosage_gt,retention_time_hr,underflow_solids_pct,overflow_clarity_ntu,thickening_efficiency,filter_pressure_kpa,cycle_time_min,cake_moisture_pct,water_recovery_pct,solid_recovery_pct
2020-07-17 16:00:00,thickener_01,filter_press_02,81.7,65.0,flotation,52.0,19.3,76.7,3.5,55.6,18.0,0.716,357.0,51.0,10.5,71.1,64.78
2020-07-17 20:00:00,thickener_02,vacuum_filter_02,83.9,85.6,flotation,51.98,22.5,43.5,4.4,65.8,20.0,0.911,390.0,53.0,10.5,78.1,84.57
2020-07-18 00:00:00,thickener_02,filter_press_02,50.1,70.6,flotation,51.34,24.2,44.6,4.0,62.2,61.0,0.83,348.0,77.0,11.7,44.0,70.49
2020-07-18 04:00:00,thickener_02,vacuum_filter_02,59.9,52.5,flotation,52.0,23.8,57.4,2.4,61.3,26.0,0.812,272.0,52.0,12.2,51.0,51.77
2020-07-18 08:00:00,thickener_01,vacuum_filter_03,95.3,66.0,flotation,52.0,18.6,52.7,4.7,67.6,25.0,0.95,260.0,58.0,9.6,81.1,65.06
2020-07-18 12:00:00,thickener_01,filter_press_02,66.6,51.8,flotation,50.88,24.8,75.8,4.9,65.6,14.0,0.903,377.0,91.0,9.4,60.0,51.44
2020-07-18 16:00:00,thickener_02,vacuum_filter_02,57.7,90.0,flotation,52.0,21.4,20.6,3.2,60.6,45.0,0.806,390.0,81.0,9.2,49.7,89.84
2020-07-18 20:00:00,thickener_02,vacuum_filter_03,71.6,68.1,flotation,52.0,24.5,58.6,4.0,53.6,29.0,0.639,214.0,76.0,9.6,63.7,67.07
2020-07-19 00:00:00,thickener_01,filter_press_01,95.8,61.7,flotation,52.0,24.2,37.1,5.1,55.7,13.0,0.687,326.0,59.0,9.5,82.4,60.91
2020-07-19 04:00:00,thickener_02,vacuum_filter_02,64.8,98.3,flotation,52.0,22.3,29.7,5.8,54.8,23.0,0.682,362.0,58.0,11.3,56.6,98.04
2020-07-19 08:00:00,thickener_02,filter_press_01,65.8,53.4,flotation,52.0,18.6,66.9,4.8,55.0,44.0,0.708,241.0,99.0,11.4,58.8,53.1
2020-07-19 12:00:00,thickener_01,filter_press_01,50.8,66.0,flotation,52.0,16.0,38.4,3.9,63.0,28.0,0.871,208.0,56.0,8.5,45.7,64.88
2020-07-19 16:00:00,thickener_01,vacuum_filter_02,85.2,54.1,flotation,52.0,22.4,59.4,3.9,68.1,30.0,0.95,278.0,100.0,10.8,79.2,53.54
2020-07-19 20:00:00,thickener_02,filter_press_02,64.4,80.2,flotation,52.0,22.3,68.8,2.5,63.1,47.0,0.855,246.0,72.0,11.3,56.8,78.74
2020-07-20 00:00:00,thickener_02,filter_press_02,68.4,68.1,flotation,52.0,22.6,40.7,2.1,54.2,49.0,0.667,239.0,88.0,8.5,61.6,67.01
2020-07-20 04:00:00,thickener_01,vacuum_filter_01,56.7,59.2,flotation,52.0,22.2,37.3,2.2,63.0,55.0,0.853,322.0,69.0,11.8,49.8,58.92
2020-07-20 08:00:00,thickener_02,filter_press_01,76.5,77.0,flotation,52.0,18.0,33.4,4.4,65.2,11.0,0.907,338.0,91.0,8.5,70.2,76.07
2020-07-20 12:00:00,thickener_02,filter_press_02,96.1,58.4,flotation,52.0,20.2,31.6,2.3,69.1,44.0,0.95,214.0,97.0,10.2,82.6,57.41
2020-07-20 16:00:00,thickener_01,vacuum_filter_03,83.9,74.4,flotation,51.63,24.9,35.6,2.5,59.2,38.0,0.761,269.0,70.0,12.1,75.9,73.49
2020-07-20 20:00:00,thickener_02,vacuum_filter_03,62.3,68.5,flotation,52.0,22.8,38.1,4.4,56.0,22.0,0.703,392.0,88.0,10.3,57.6,67.2
2020-07-21 00:00:00,thickener_01,vacuum_filter_03,71.7,80.8,flotation,52.0,20.4,71.8,4.9,58.3,37.0,0.764,342.0,63.0,8.5,63.0,80.24
2020-07-21 04:00:00,thickener_02,vacuum_filter_02,75.2,76.2,flotation,52.0,24.8,51.8,3.0,58.6,43.0,0.748,237.0,64.0,11.8,70.1,74.81
2020-07-21 08:00:00,thickener_02,filter_press_02,92.7,70.1,flotation,51.59,15.7,70.4,2.6,61.0,27.0,0.835,263.0,53.0,11.0,87.7,68.96
2020-07-21 12:00:00,thickener_02,vacuum_filter_01,54.4,64.0,flotation,52.0,19.6,40.2,5.7,57.9,13.0,0.761,297.0,61.0,10.6,49.1,62.85
2020-07-21 16:00:00,thickener_01,filter_press_02,55.1,94.2,flotation,52.0,17.2,40.4,5.9,61.5,30.0,0.84,242.0,63.0,10.0,50.3,93.58
2020-07-21 20:00:00,thickener_02,vacuum_filter_03,53.5,82.3,flotation,52.0,23.8,52.4,5.6,58.8,48.0,0.758,397.0,93.0,9.2,48.4,81.95
2020-07-22 00:00:00,thickener_02,vacuum_filter_03,60.5,74.5,flotation,52.0,16.8,56.0,4.9,63.1,28.0,0.87,372.0,85.0,9.9,55.9,73.09
2020-07-22 04:00:00,thickener_01,filter_press_01,69.0,75.9,flotation,49.99,24.9,69.9,4.9,55.7,30.0,0.684,396.0,70.0,8.5,60.9,74.63
2020-07-22 08:00:00,thickener_01,filter_press_02,53.5,64.0,flotation,52.0,19.0,22.7,4.1,57.6,58.0,0.757,357.0,52.0,8.5,49.8,63.81
2020-07-22 12:00:00,thickener_02,vacuum_filter_03,83.1,62.1,flotation,50.35,20.6,56.2,5.1,61.9,54.0,0.835,291.0,67.0,10.0,75.8,61.68
2020-07-22 16:00:00,thickener_02,vacuum_filter_02,97.7,80.7,flotation,52.0,18.2,76.9,2.4,69.4,23.0,0.95,201.0,76.0,11.0,83.3,79.3
2020-07-22 20:00:00,thickener_02,vacuum_filter_03,51.2,57.0,flotation,52.0,22.3,65.6,2.8,61.6,43.0,0.825,354.0,86.0,10.8,46.2,56.57
2020-07-23 00:00:00,thickener_02,vacuum_filter_03,64.2,86.3,flotation,52.0,22.4,48.8,3.3,52.4,19.0,0.63,330.0,63.0,9.1,54.8,84.69
2020-07-23 04:00:00,thickener_01,vacuum_filter_01,73.7,51.6,flotation,52.0,17.0,73.0,3.4,57.4,33.0,0.761,399.0,54.0,8.5,69.7,51.06
2020-07-23 08:00:00,thickener_02,vacuum_filter_03,61.1,67.2,flotation,52.0,15.6,79.6,2.1,57.1,35.0,0.763,245.0,98.0,9.1,57.8,66.04
2020-07-23 12:00:00,thickener_01,vacuum_filter_03,82.9,87.9,flotation,52.0,18.9,65.8,5.3,60.7,36.0,0.819,381.0,72.0,8.5,78.1,86.26
2020-07-23 16:00:00,thickener_01,vacuum_filter_03,54.2,54.7,flotation,52.0,23.9,32.8,4.0,62.1,17.0,0.829,347.0,84.0,8.5,48.1,54.58
2020-07-23 20:00:00,thickener_01,filter_press_02,81.5,75.8,flotation,52.0,21.7,48.4,2.4,58.8,37.0,0.769,342.0,61.0,8.7,74.3,74.92
2020-07-24 00:00:00,thickener_02,filter_press_01,77.0,88.2,flotation,52.0,16.3,58.3,5.4,66.3,39.0,0.93,231.0,61.0,9.8,71.8,87.49
2020-07-24 04:00:00,thickener_01,vacuum_filter_01,57.9,50.5,flotation,52.0,19.9,56.2,2.2,54.7,55.0,0.694,333.0,54.0,11.2,53.1,50.07
2020-07-24 08:00:00,thickener_01,filter_press_01,73.1,94.9,flotation,52.0,15.3,31.2,3.1,66.4,30.0,0.934,325.0,81.0,9.9,68.8,93.42
2020-07-24 12:00:00,thickener_02,filter_press_02,97.3,52.8,flotation,52.0,15.2,76.0,3.4,67.1,35.0,0.946,243.0,98.0,10.0,84.3,52.39
2020-07-24 16:00:00,thickener_02,vacuum_filter_01,51.3,74.5,flotation,51.29,18.4,59.2,2.2,62.7,22.0,0.859,387.0,71.0,10.7,43.9,73.32
2020-07-24 20:00:00,thickener_01,filter_press_02,90.0,61.3,flotation,51.76,20.1,64.2,4.8,61.5,34.0,0.83,243.0,53.0,12.2,78.8,61.2
2020-07-25 00:00:00,thickener_02,filter_press_01,60.5,59.0,flotation,52.0,15.9,79.3,2.7,60.2,42.0,0.819,213.0,96.0,12.1,52.4,58.85
2020-07-25 04:00:00,thickener_02,filter_press_02,78.6,88.8,flotation,52.0,17.8,26.0,3.4,65.6,16.0,0.916,349.0,90.0,10.1,73.1,88.15
2020-07-25 08:00:00,thickener_02,vacuum_filter_03,57.3,98.8,flotation,52.0,16.3,39.4,2.5,62.8,37.0,0.865,310.0,66.0,8.6,48.8,97.36
2020-07-25 12:00:00,thickener_01,vacuum_filter_01,89.2,95.2,flotation,52.0,18.9,76.4,5.1,67.8,23.0,0.95,250.0,54.0,12.1,79.8,93.52
2020-07-25 16:00:00,thickener_01,filter_press_02,88.6,73.2,flotation,52.0,22.4,67.8,3.7,59.0,37.0,0.768,266.0,85.0,8.3,79.0,73.06
2020-07-25 20:00:00,thickener_02,vacuum_filter_03,74.9,59.4,flotation,52.0,16.3,37.8,3.0,60.1,45.0,0.816,242.0,82.0,8.3,70.1,59.26
2020-07-26 00:00:00,thickener_01,filter_press_02,99.4,51.8,flotation,52.0,21.1,75.8,3.5,63.0,51.0,0.856,326.0,61.0,11.2,88.0,51.09
2020-07-26 04:00:00,thickener_02,vacuum_filter_01,76.9,62.5,flotation,52.0,16.8,49.2,4.8,66.1,47.0,0.928,267.0,58.0,8.2,66.0,61.57
2020-07-26 08:00:00,thickener_02,vacuum_filter_02,59.4,69.9,flotation,52.0,23.9,47.2,5.3,61.1,51.0,0.806,217.0,98.0,11.9,56.3,69.24
2020-07-26 12:00:00,thickener_02,vacuum_filter_03,68.0,50.1,flotation,52.0,21.5,25.8,4.1,52.8,14.0,0.646,266.0,63.0,8.6,63.7,49.35
2020-07-26 16:00:00,thickener_02,filter_press_02,68.7,84.4,flotation,50.43,19.0,44.3,3.1,63.6,29.0,0.875,223.0,86.0,9.4,59.6,83.15
2020-07-26 20:00:00,thickener_01,filter_press_01,76.9,81.9,flotation,52.0,20.3,45.0,5.3,56.0,24.0,0.718,245.0,49.0,8.9,70.2,81.52
2020-07-27 00:00:00,thickener_01,vacuum_filter_01,67.1,51.1,flotation,52.0,22.3,49.2,5.9,54.4,33.0,0.672,232.0,91.0,8.5,62.4,50.67
2020-07-27 04:00:00,thickener_02,vacuum_filter_03,76.7,70.7,flotation,52.0,18.5,40.4,3.4,64.8,22.0,0.899,247.0,66.0,9.9,69.0,69.51
2020-07-27 08:00:00,thickener_02,vacuum_filter_02,90.7,99.3,flotation,51.58,23.6,44.3,4.8,65.8,26.0,0.909,282.0,46.0,8.4,83.2,97.56
2020-07-27 12:00:00,thickener_02,vacuum_filter_03,71.1,77.0,flotation,51.89,17.8,38.3,3.9,65.0,29.0,0.904,245.0,87.0,10.6,66.2,76.47
2020-07-27 16:00:00,thickener_02,vacuum_filter_02,87.3,55.4,flotation,50.95,16.3,76.2,3.6,57.0,22.0,0.759,211.0,97.0,11.0,77.0,54.46
2020-07-27 20:00:00,thickener_01,filter_press_02,60.9,89.3,flotation,52.0,22.0,24.2,4.2,58.0,30.0,0.749,331.0,75.0,10.3,52.9,89.16
2020-07-28 00:00:00,thickener_02,vacuum_filter_03,66.1,79.0,flotation,52.0,19.9,77.0,5.5,60.4,21.0,0.809,367.0,73.0,11.1,58.3,78.0
2020-07-28 04:00:00,thickener_02,vacuum_filter_01,81.3,60.4,flotation,52.0,17.1,68.9,3.3,57.3,49.0,0.759,254.0,73.0,8.8,73.1,60.21
2020-07-28 08:00:00,thickener_02,filter_press_02,79.3,63.8,flotation,52.0,24.4,66.3,3.0,57.6,32.0,0.727,379.0,77.0,11.3,75.1,62.51
2020-07-28 12:00:00,thickener_01,vacuum_filter_03,75.0,79.3,flotation,52.0,24.4,30.3,3.8,60.7,52.0,0.796,208.0,65.0,11.1,66.6,78.72
2020-07-28 16:00:00,thickener_01,vacuum_filter_03,91.6,59.4,flotation,52.0,15.2,56.7,4.3,66.9,37.0,0.944,277.0,57.0,12.1,82.3,58.53
2020-07-28 20:00:00,thickener_02,filter_press_01,62.0,58.5,flotation,52.0,19.8,63.5,4.3,60.8,44.0,0.817,244.0,53.0,10.3,57.2,57.71
2020-07-29 00:00:00,thickener_01,vacuum_filter_01,84.5,52.9,flotation,52.0,15.1,26.2,3.1,59.0,22.0,0.8,209.0,98.0,11.2,75.2,52.36
2020-07-29 04:00:00,thickener_01,vacuum_filter_03,53.6,88.8,flotation,52.0,17.7,60.8,3.1,62.1,39.0,0.85,352.0,70.0,11.9,47.6,88.13
2020-07-29 08:00:00,thickener_01,filter_press_02,64.8,90.9,flotation,52.0,21.6,68.0,2.4,57.0,36.0,0.731,215.0,92.0,10.0,57.5,89.13
2020-07-29 12:00:00,thickener_02,filter_press_01,66.9,53.8,flotation,52.0,21.4,44.3,5.5,58.0,24.0,0.753,214.0,63.0,11.5,59.0,53.48
2020-07-29 16:00:00,thickener_01,filter_press_02,85.1,89.0,flotation,50.52,16.2,24.4,3.3,64.2,49.0,0.893,310.0,79.0,9.9,72.8,88.87
2020-07-29 20:00:00,thickener_02,vacuum_filter_01,62.9,51.2,flotation,52.0,17.8,49.5,3.8,55.6,40.0,0.725,373.0,98.0,10.1,59.2,50.93
2020-07-30 00:00:00,thickener_02,filter_press_02,81.8,92.3,flotation,52.0,22.9,24.3,4.4,56.0,29.0,0.702,315.0,52.0,11.9,73.8,91.75
2020-07-30 04:00:00,thickener_01,filter_press_02,91.3,88.3,flotation,52.0,23.7,36.2,5.0,58.8,47.0,0.758,270.0,67.0,9.3,78.1,87.72
2020-07-30 08:00:00,thickener_01,vacuum_filter_03,66.0,91.2,flotation,52.0,20.3,66.8,5.0,61.6,42.0,0.831,280.0,63.0,11.3,60.8,89.42
2020-07-30 12:00:00,thickener_02,vacuum_filter_01,93.1,73.7,flotation,52.0,21.5,75.2,2.6,57.3,17.0,0.738,327.0,66.0,8.9,82.0,72.25
2020-07-30 16:00:00,thickener_01,filter_press_02,78.5,81.2,flotation,52.0,15.7,72.3,5.3,64.1,28.0,0.892,350.0,59.0,9.9,67.3,81.02
2020-07-30 20:00:00,thickener_02,vacuum_filter_03,67.2,71.3,flotation,52.0,17.1,69.4,3.8,66.0,34.0,0.925,391.0,57.0,8.3,61.2,70.45
2020-07-31 00:00:00,thickener_02,vacuum_filter_03,58.5,90.1,flotation,52.0,21.5,76.1,2.3,56.2,38.0,0.716,367.0,55.0,10.5,51.4,88.86
2020-07-31 04:00:00,thickener_02,vacuum_filter_02,72.8,55.2,flotation,52.0,23.2,73.3,3.3,55.9,20.0,0.698,208.0,83.0,10.9,66.5,54.51
2020-07-31 08:00:00,thickener_01,filter_press_02,72.4,74.9,flotation,51.79,19.8,30.4,5.7,59.0,13.0,0.78,283.0,60.0,10.2,68.5,73.42
2020-07-31 12:00:00,thickener_02,filter_press_02,53.2,52.6,flotation,52.0,17.7,43.7,4.0,56.9,46.0,0.749,382.0,93.0,12.0,47.1,52.41
2020-07-31 16:00:00,thickener_02,filter_press_02,89.6,60.3,flotation,52.0,23.2,44.3,5.8,66.8,29.0,0.932,251.0,56.0,11.6,77.8,59.9
2020-07-31 20:00:00,thickener_01,vacuum_filter_01,83.7,95.4,flotation,52.0,22.9,39.9,2.3,57.3,48.0,0.73,306.0,47.0,10.2,78.3,93.61
2020-08-01 00:00:00,thickener_01,filter_press_02,62.6,92.9,flotation,52.0,20.3,44.1,2.3,63.6,26.0,0.872,309.0,70.0,10.1,56.6,92.01
2020-08-01 04:00:00,thickener_02,vacuum_filter_02,77.9,93.7,flotation,52.0,17.1,55.4,3.7,59.0,24.0,0.793,298.0,66.0,10.9,70.3,92.35
2020-08-01 08:00:00,thickener_01,filter_press_02,98.1,55.1,flotation,52.0,23.4,37.5,2.4,69.4,42.0,0.95,274.0,99.0,8.2,92.3,54.59
2020-08-01 12:00:00,thickener_01,filter_press_01,98.3,84.6,flotation,52.0,18.8,30.8,4.1,67.4,30.0,0.95,310.0,73.0,10.7,85.4,83.24
2020-08-01 16:00:00,thickener_02,filter_press_02,66.3,87.5,flotation,52.0,20.9,63.7,3.3,55.3,53.0,0.7,391.0,83.0,11.5,62.2,87.19
2020-08-01 20:00:00,thickener_02,vacuum_filter_03,55.9,62.2,flotation,52.0,22.6,69.8,6.0,58.7,50.0,0.761,317.0,58.0,9.0,48.4,61.13
2020-08-02 00:00:00,thickener_02,filter_press_01,83.9,94.6,flotation,52.0,18.6,78.6,3.4,55.6,16.0,0.72,288.0,61.0,11.8,79.5,93.58
2020-08-02 04:00:00,thickener_01,filter_press_02,54.3,59.9,flotation,52.0,19.2,42.1,4.9,63.0,14.0,0.863,272.0,64.0,9.8,50.3,58.84
2020-08-02 08:00:00,thickener_01,vacuum_filter_01,87.7,57.1,flotation,51.32,16.9,31.6,5.9,62.6,35.0,0.861,247.0,87.0,8.9,75.4,56.12
2020-08-02 12:00:00,thickener_02,filter_press_01,91.2,86.9,flotation,52.0,21.8,41.3,2.8,56.7,49.0,0.723,240.0,78.0,8.6,82.2,86.17
2020-08-02 16:00:00,thickener_01,vacuum_filter_03,64.5,80.1,flotation,52.0,22.3,21.9,5.7,58.2,26.0,0.753,302.0,80.0,10.8,59.5,78.94
2020-08-02 20:00:00,thickener_01,vacuum_filter_01,67.0,82.7,flotation,52.0,16.3,34.3,2.5,63.1,52.0,0.872,204.0,61.0,10.6,59.5,82.26
2020-08-03 00:00:00,thickener_02,filter_press_01,96.2,58.1,flotation,52.0,22.3,59.0,5.3,55.0,13.0,0.685,327.0,98.0,8.9,83.0,57.31
2020-08-03 04:00:00,thickener_01,filter_press_01,84.9,61.7,flotation,52.0,16.3,67.7,5.3,68.1,15.0,0.95,387.0,96.0,11.8,80.5,60.5
2020-08-03 08:00:00,thickener_01,filter_press_02,60.8,87.4,flotation,51.13,21.3,71.1,5.9,53.6,42.0,0.663,243.0,67.0,9.8,54.2,86.83
2020-08-03 12:00:00,thickener_02,filter_press_01,65.1,58.8,flotation,52.0,23.8,32.6,5.8,52.2,45.0,0.615,212.0,83.0,9.6,61.7,58.64
2020-08-03 16:00:00,thickener_01,vacuum_filter_03,72.6,65.5,flotation,52.0,15.8,76.6,5.0,52.8,54.0,0.683,214.0,93.0,8.3,66.3,64.43
2020-08-03 20:00:00,thickener_02,vacuum_filter_01,53.7,97.2,flotation,52.0,18.5,38.2,2.4,57.0,38.0,0.747,208.0,51.0,9.9,46.4,95.43
2020-08-04 00:00:00,thickener_02,vacuum_filter_01,76.5,57.7,flotation,51.74,17.5,35.1,3.9,62.4,36.0,0.854,203.0,78.0,10.7,71.9,56.83
2020-08-04 04:00:00,thickener_01,vacuum_filter_01,96.7,78.9,flotation,52.0,20.8,40.6,2.7,65.5,32.0,0.909,254.0,72.0,8.4,89.5,77.32
2020-08-04 08:00:00,thickener_01,vacuum_filter_02,98.9,88.9,flotation,52.0,24.3,60.7,5.0,64.4,41.0,0.877,310.0,62.0,11.1,87.4,88.01
2020-08-04 12:00:00,thickener_02,filter_press_01,75.6,85.9,flotation,52.0,19.2,25.8,4.9,64.2,20.0,0.886,323.0,52.0,10.7,71.7,84.67
2020-08-04 16:00:00,thickener_02,vacuum_filter_01,51.8,71.1,flotation,52.0,17.9,46.7,2.2,60.9,37.0,0.825,221.0,83.0,9.0,45.7,70.8
2020-08-04 20:00:00,thickener_01,filter_press_02,89.0,50.6,flotation,52.0,20.2,22.0,4.9,54.5,24.0,0.689,323.0,54.0,12.0,80.5,50.02
2020-08-05 00:00:00,thickener_01,filter_press_02,70.9,81.1,flotation,52.0,23.9,26.0,4.9,64.7,49.0,0.885,308.0,87.0,9.8,61.4,80.15
2020-08-05 04:00:00,thickener_01,filter_press_02,71.4,53.4,flotation,52.0,23.1,60.1,5.7,54.3,27.0,0.666,234.0,91.0,9.4,65.5,53.18
2020-08-05 08:00:00,thickener_02,filter_press_02,53.8,92.2,flotation,52.0,16.2,55.0,2.8,56.0,28.0,0.739,205.0,72.0,8.6,47.3,90.76
2020-08-05 12:00:00,thickener_01,vacuum_filter_01,82.3,63.9,flotation,52.0,19.9,47.6,5.5,65.2,24.0,0.905,374.0,56.0,9.4,72.1,63.22
2020-08-05 16:00:00,thickener_02,filter_press_02,54.4,61.8,flotation,52.0,17.7,31.0,2.7,55.3,17.0,0.719,249.0,86.0,10.5,51.2,61.29
2020-08-05 20:00:00,thickener_02,vacuum_filter_03,95.8,67.6,flotation,52.0,16.8,28.0,4.1,56.9,26.0,0.755,264.0,89.0,9.3,83.5,67.39
2020-08-06 00:00:00,thickener_02,vacuum_filter_02,74.9,95.7,flotation,52.0,20.0,24.4,4.7,59.0,34.0,0.78,223.0,61.0,11.2,66.9,94.47
2020-08-06 04:00:00,thickener_02,vacuum_filter_03,68.2,69.2,flotation,52.0,23.2,61.6,4.0,60.9,49.0,0.806,384.0,66.0,9.2,59.2,67.94
2020-08-06 08:00:00,thickener_01,filter_press_02,65.4,74.3,flotation,52.0,21.1,49.8,5.4,62.9,13.0,0.855,343.0,48.0,10.1,59.2,73.53
2020-08-06 12:00:00,thickener_02,filter_press_01,64.7,76.7,flotation,52.0,16.8,71.7,5.8,60.6,50.0,0.823,243.0,57.0,8.9,57.8,76.02
2020-08-06 16:00:00,thickener_02,filter_press_02,65.5,71.4,flotation,50.62,20.8,60.1,5.9,56.9,34.0,0.734,390.0,72.0,9.5,59.4,70.03
2020-08-06 20:00:00,thickener_01,filter_press_02,50.9,84.8,flotation,52.0,15.3,33.7,2.5,53.7,56.0,0.702,322.0,63.0,11.7,43.3,84.52
2020-08-07 00:00:00,thickener_02,filter_press_02,97.1,60.0,flotation,51.64,18.0,68.2,2.6,67.0,11.0,0.942,331.0,57.0,8.5,90.7,59.06
2020-08-07 04:00:00,thickener_01,vacuum_filter_03,50.7,75.8,flotation,52.0,17.4,76.7,5.9,63.3,52.0,0.873,205.0,52.0,10.4,44.3,75.17
2020-08-07 08:00:00,thickener_01,filter_press_01,76.8,76.1,flotation,52.0,22.5,46.2,2.5,55.6,46.0,0.697,354.0,70.0,9.9,69.4,75.47
2020-08-07 12:00:00,thickener_01,vacuum_filter_01,76.4,59.1,flotation,52.0,23.3,39.6,4.9,57.8,22.0,0.738,208.0,71.0,11.3,65.5,58.12
2020-08-07 16:00:00,thickener_02,vacuum_filter_01,83.9,60.5,flotation,52.0,15.9,76.2,2.1,64.4,49.0,0.897,399.0,72.0,10.9,75.5,60.37
2020-08-07 20:00:00,thickener_01,filter_press_02,96.2,66.2,flotation,52.0,17.8,76.7,3.3,60.2,18.0,0.812,269.0,79.0,9.0,82.9,65.19
2020-08-08 00:00:00,thickener_01,filter_press_01,95.0,84.5,flotation,52.0,15.7,37.7,4.7,58.4,40.0,0.787,385.0,73.0,8.7,86.4,84.39
2020-08-08 04:00:00,thickener_01,vacuum_filter_02,100.0,90.1,flotation,52.0,23.2,70.9,5.8,60.6,29.0,0.798,212.0,78.0,10.8,92.3,88.79
2020-08-08 08:00:00,thickener_01,filter_press_02,52.2,52.3,flotation,52.0,24.2,68.9,3.4,56.1,37.0,0.696,245.0,52.0,12.0,48.8,51.46
2020-08-08 12:00:00,thickener_01,vacuum_filter_03,65.3,70.7,flotation,51.51,15.0,74.2,2.6,56.0,35.0,0.746,226.0,52.0,9.3,58.0,69.97
2020-08-08 16:00:00,thickener_01,filter_press_01,84.3,59.1,flotation,52.0,16.9,60.8,4.9,58.9,54.0,0.79,225.0,64.0,11.7,78.6,58.13
2020-08-08 20:00:00,thickener_01,vacuum_filter_01,56.3,52.4,flotation,52.0,17.7,40.6,3.3,54.4,31.0,0.702,290.0,62.0,11.7,52.6,52.33
2020-08-09 00:00:00,thickener_02,vacuum_filter_03,58.8,76.7,flotation,52.0,22.1,31.4,2.6,53.8,29.0,0.662,269.0,95.0,9.8,50.2,76.24
2020-08-09 04:00:00,thickener_02,vacuum_filter_02,96.3,56.2,flotation,52.0,22.2,65.0,2.1,56.1,35.0,0.708,239.0,92.0,8.5,91.4,55.16
2020-08-09 08:00:00,thickener_01,vacuum_filter_01,89.2,75.6,flotation,51.95,23.0,23.3,2.2,61.1,28.0,0.81,383.0,60.0,9.6,83.1,75.24
2020-08-09 12:00:00,thickener_02,filter_press_02,51.6,71.9,flotation,52.0,17.6,65.0,2.2,53.4,56.0,0.684,375.0,81.0,11.7,44.7,71.79
2020-08-09 16:00:00,thickener_02,vacuum_filter_03,98.4,90.0,flotation,52.0,18.0,44.8,5.4,60.4,16.0,0.816,334.0,47.0,11.3,92.4,88.67
2020-08-09 20:00:00,thickener_01,vacuum_filter_03,88.2,59.2,flotation,52.0,16.3,74.9,4.8,64.6,11.0,0.9,265.0,101.0,8.3,83.4,58.14
2020-08-10 00:00:00,thickener_02,vacuum_filter_01,86.1,92.3,flotation,52.0,23.0,79.4,5.7,64.5,47.0,0.884,315.0,70.0,9.9,73.7,91.15
2020-08-10 04:00:00,thickener_01,vacuum_filter_03,88.4,57.3,flotation,51.27,21.0,78.7,4.0,64.4,16.0,0.885,223.0,97.0,10.5,76.4,56.16
2020-08-10 08:00:00,thickener_02,filter_press_01,90.9,58.4,flotation,52.0,19.4,30.0,5.4,61.8,24.0,0.837,207.0,70.0,9.8,81.9,57.58
2020-08-10 12:00:00,thickener_02,vacuum_filter_03,60.6,82.2,flotation,52.0,20.8,46.8,3.0,56.9,57.0,0.734,382.0,81.0,11.0,56.8,80.89
2020-08-10 16:00:00,thickener_02,vacuum_filter_03,86.9,54.9,flotation,52.0,18.7,49.9,5.5,63.3,48.0,0.869,315.0,92.0,9.3,77.1,53.87
2020-08-10 20:00:00,thickener_01,filter_press_01,74.0,60.7,flotation,50.22,22.0,40.3,4.6,60.1,25.0,0.793,368.0,90.0,11.7,66.0,59.61
2020-08-11 00:00:00,thickener_02,vacuum_filter_02,86.5,72.1,flotation,52.0,22.2,75.5,5.8,58.2,43.0,0.753,356.0,64.0,10.8,75.0,71.99
2020-08-11 04:00:00,thickener_01,vacuum_filter_03,61.6,69.1,flotation,52.0,23.2,28.1,2.3,53.1,51.0,0.639,214.0,63.0,10.4,55.3,67.94
2020-08-11 08:00:00,thickener_02,filter_press_02,63.1,97.1,flotation,52.0,17.2,60.5,2.7,57.8,25.0,0.769,232.0,58.0,9.6,54.8,95.71
2020-08-11 12:00:00,thickener_01,filter_press_02,57.1,81.8,flotation,52.0,17.6,25.7,2.9,55.6,41.0,0.725,259.0,87.0,8.3,51.5,80.35
2020-08-11 16:00:00,thickener_01,vacuum_filter_01,52.6,68.8,flotation,52.0,20.4,51.3,5.2,55.3,38.0,0.704,203.0,79.0,9.0,44.7,68.28
2020-08-11 20:00:00,thickener_01,vacuum_filter_01,90.7,80.8,flotation,52.0,17.7,54.2,3.9,68.6,24.0,0.95,364.0,72.0,9.5,79.4,80.09
2020-08-12 00:00:00,thickener_02,filter_press_02,87.0,82.5,flotation,50.48,17.8,41.0,4.2,63.8,30.0,0.881,369.0,82.0,11.0,81.9,81.75
2020-08-12 04:00:00,thickener_01,vacuum_filter_01,64.6,86.6,flotation,52.0,17.5,41.9,6.0,59.2,18.0,0.794,274.0,54.0,8.9,57.1,85.78
2020-08-12 08:00:00,thickener_01,vacuum_filter_03,58.7,81.6,flotation,50.5,16.5,51.4,5.6,60.8,30.0,0.829,235.0,77.0,9.0,50.2,80.26
2020-08-12 12:00:00,thickener_02,vacuum_filter_02,70.4,64.5,flotation,51.39,21.9,45.7,5.0,66.6,47.0,0.93,303.0,67.0,8.6,61.6,64.21
2020-08-12 16:00:00,thickener_02,vacuum_filter_02,68.3,91.3,flotation,52.0,17.8,62.3,4.7,62.0,14.0,0.846,297.0,57.0,11.9,59.6,90.77
