timestamp,jig_id,jig_health_score,jig_wear_rate_pct,feed_grade_pct,stroke_length_mm,stroke_frequency_spm,water_flow_m3h_m2,bed_height_mm,hutch_water_m3h,concentrate_grade_pct,tailings_grade_pct,jig_recovery,separation_efficiency,feed_size_mm,ore_type
2020-05-24 16:30:00,jig_02,66.8,39.4,49.46,23.0,200.0,2.28,248.0,2.2,48.0,9.521,0.4,0.45,17.2,silicate
2020-05-24 19:00:00,jig_04,76.9,31.1,47.63,24.5,203.0,2.49,151.0,1.16,48.0,2.557,0.742,0.847,23.5,carbonate
2020-05-24 21:30:00,jig_04,73.4,34.2,44.05,23.9,238.0,2.86,212.0,1.4,48.0,1.85,0.762,0.88,24.1,carbonate
2020-05-25 00:00:00,jig_01,85.3,6.4,38.89,15.1,165.0,2.15,278.0,1.73,48.0,1.634,0.726,0.88,19.1,carbonate
2020-05-25 02:30:00,jig_04,81.5,10.0,42.63,15.9,237.0,2.37,158.0,1.06,48.0,4.1,0.567,0.725,20.4,oxide
2020-05-25 05:00:00,jig_02,66.3,24.7,44.49,18.8,226.0,3.54,224.0,1.74,48.0,8.564,0.4,0.45,16.3,carbonate
2020-05-25 07:30:00,jig_04,67.6,39.4,42.78,23.1,207.0,3.17,283.0,1.59,48.0,2.997,0.677,0.8,24.5,carbonate
2020-05-25 10:00:00,jig_01,52.5,40.4,47.18,20.6,191.0,2.26,272.0,2.16,48.0,9.082,0.403,0.45,8.4,oxide
2020-05-25 12:30:00,jig_04,89.3,20.4,44.94,16.8,169.0,2.52,168.0,1.26,48.0,7.21,0.412,0.542,18.2,oxide
2020-05-25 15:00:00,jig_04,62.7,36.2,49.16,17.6,228.0,2.32,186.0,1.0,48.0,8.24,0.4,0.521,9.5,carbonate
2020-05-25 17:30:00,jig_04,51.6,50.3,38.6,25.0,197.0,2.6,281.0,1.48,48.0,4.106,0.582,0.696,22.5,oxide
2020-05-25 20:00:00,jig_03,89.7,4.2,36.41,16.4,209.0,2.92,298.0,1.14,45.97,7.009,0.4,0.45,8.4,oxide
2020-05-25 22:30:00,jig_04,67.1,32.9,46.38,15.5,185.0,3.23,227.0,1.89,48.0,8.928,0.4,0.45,13.9,oxide
2020-05-26 01:00:00,jig_04,86.8,7.7,38.24,16.6,172.0,3.99,179.0,1.31,48.0,7.152,0.461,0.466,8.7,oxide
2020-05-26 03:30:00,jig_01,65.0,41.4,49.82,17.0,174.0,3.77,214.0,1.74,48.0,8.181,0.563,0.531,19.4,oxide
2020-05-26 06:00:00,jig_03,56.6,54.5,43.12,16.4,194.0,2.3,223.0,2.44,48.0,8.301,0.4,0.45,12.8,oxide
2020-05-26 08:30:00,jig_02,98.4,0.0,48.48,23.8,168.0,3.63,295.0,2.02,48.0,5.22,0.534,0.692,13.8,carbonate
2020-05-26 11:00:00,jig_02,75.7,25.3,46.23,21.6,189.0,3.23,221.0,2.4,48.0,6.039,0.478,0.627,17.9,oxide
2020-05-26 13:30:00,jig_03,70.8,28.3,38.45,15.7,237.0,3.13,268.0,1.62,48.0,2.737,0.58,0.797,23.5,oxide
2020-05-26 16:00:00,jig_01,70.4,33.0,39.56,19.7,224.0,2.98,272.0,2.46,48.0,7.27,0.4,0.475,8.7,oxide
2020-05-26 18:30:00,jig_02,98.3,0.0,37.77,17.2,242.0,2.73,236.0,2.09,48.0,4.469,0.571,0.662,19.7,oxide
2020-05-26 21:00:00,jig_02,56.7,25.8,35.31,15.2,177.0,2.29,197.0,1.04,45.31,5.781,0.469,0.532,20.5,carbonate
2020-05-26 23:30:00,jig_03,65.0,32.3,43.23,22.8,159.0,3.17,215.0,1.18,48.0,8.322,0.4,0.45,13.8,oxide
2020-05-27 02:00:00,jig_02,90.5,6.4,46.27,16.3,155.0,3.77,290.0,2.41,48.0,8.907,0.4,0.45,9.4,oxide
2020-05-27 04:30:00,jig_04,60.9,48.9,39.4,15.3,230.0,3.37,219.0,1.89,48.0,3.973,0.601,0.712,23.1,oxide
2020-05-27 07:00:00,jig_04,84.7,21.8,40.18,22.4,237.0,3.52,292.0,1.23,48.0,7.734,0.4,0.45,8.5,oxide
2020-05-27 09:30:00,jig_04,94.6,11.4,44.93,20.1,249.0,2.17,277.0,1.23,48.0,6.131,0.471,0.61,21.3,oxide
2020-05-27 12:00:00,jig_03,63.9,39.7,35.14,18.2,152.0,2.34,211.0,1.87,45.37,5.35,0.459,0.565,16.4,oxide
2020-05-27 14:30:00,jig_03,86.6,9.2,44.2,18.1,206.0,3.5,295.0,1.17,48.0,1.884,0.739,0.878,20.9,oxide
2020-05-27 17:00:00,jig_04,65.6,33.1,44.81,21.0,232.0,3.7,278.0,2.2,48.0,7.531,0.512,0.52,10.6,oxide
2020-05-27 19:30:00,jig_02,87.5,6.0,37.03,19.0,233.0,2.97,259.0,2.48,48.0,3.044,0.638,0.765,17.6,carbonate
2020-05-27 22:00:00,jig_04,60.2,49.8,46.61,20.8,233.0,3.64,191.0,2.42,48.0,6.766,0.449,0.585,13.8,carbonate
2020-05-28 00:30:00,jig_04,93.5,6.1,38.31,22.2,184.0,2.58,218.0,1.77,48.0,1.933,0.695,0.856,23.1,carbonate
2020-05-28 03:00:00,jig_02,68.0,38.4,43.33,22.3,214.0,2.78,166.0,1.11,48.0,7.211,0.491,0.524,15.1,oxide
2020-05-28 05:30:00,jig_01,84.3,11.7,47.97,20.0,179.0,2.12,295.0,1.34,48.0,8.052,0.424,0.52,19.0,oxide
2020-05-28 08:00:00,jig_02,96.5,0.0,48.24,23.8,248.0,2.56,201.0,2.24,48.0,3.467,0.716,0.795,17.7,oxide
2020-05-28 10:30:00,jig_02,69.2,30.1,41.82,18.4,188.0,2.02,268.0,2.14,48.0,7.535,0.4,0.485,15.6,carbonate
2020-05-28 13:00:00,jig_01,65.4,30.8,43.04,19.0,207.0,3.94,249.0,2.13,48.0,7.037,0.494,0.533,16.0,oxide
2020-05-28 15:30:00,jig_04,62.8,37.0,46.43,24.8,171.0,2.02,274.0,1.76,48.0,7.393,0.4,0.545,10.0,oxide
2020-05-28 18:00:00,jig_02,66.3,35.7,40.02,18.9,206.0,2.06,233.0,2.16,48.0,4.219,0.588,0.699,21.7,silicate
2020-05-28 20:30:00,jig_03,65.4,39.5,36.08,16.2,208.0,3.03,272.0,1.07,47.45,4.294,0.558,0.66,18.7,silicate
2020-05-28 23:00:00,jig_02,72.0,29.9,37.31,15.5,249.0,3.95,203.0,2.12,48.0,5.108,0.58,0.609,15.4,oxide
2020-05-29 01:30:00,jig_02,80.1,12.4,36.7,15.1,244.0,2.34,270.0,2.19,47.32,5.688,0.449,0.557,8.7,oxide
2020-05-29 04:00:00,jig_03,67.8,36.9,44.56,18.4,213.0,3.83,152.0,1.3,48.0,1.872,0.718,0.88,23.2,oxide
2020-05-29 06:30:00,jig_04,95.0,0.0,35.29,20.9,197.0,2.58,281.0,1.84,46.03,4.717,0.426,0.618,19.5,carbonate
2020-05-29 09:00:00,jig_03,93.7,12.1,48.72,16.3,181.0,2.9,256.0,1.47,48.0,4.615,0.505,0.729,23.1,silicate
2020-05-29 11:30:00,jig_03,99.7,6.1,44.32,17.2,172.0,2.58,298.0,1.49,48.0,5.96,0.415,0.616,18.8,oxide
2020-05-29 14:00:00,jig_03,80.4,21.0,43.43,22.3,231.0,2.28,173.0,1.12,48.0,8.361,0.4,0.45,19.2,carbonate
2020-05-29 16:30:00,jig_02,75.6,33.0,47.06,22.1,209.0,3.83,189.0,1.6,48.0,4.069,0.662,0.753,23.5,carbonate
2020-05-29 19:00:00,jig_01,76.1,11.9,35.14,21.4,179.0,3.4,171.0,2.26,44.36,6.764,0.4,0.45,11.5,silicate
2020-05-29 21:30:00,jig_02,64.4,31.8,40.97,24.9,170.0,3.28,214.0,2.18,48.0,7.886,0.4,0.45,9.1,oxide
2020-05-30 00:00:00,jig_04,89.1,0.0,47.33,15.1,241.0,2.41,212.0,2.45,48.0,7.138,0.476,0.569,13.3,oxide
2020-05-30 02:30:00,jig_04,84.5,0.0,39.2,22.9,168.0,3.44,197.0,2.0,48.0,3.171,0.674,0.769,23.5,oxide
2020-05-30 05:00:00,jig_04,91.5,0.0,38.24,24.8,243.0,2.42,261.0,1.96,48.0,7.36,0.4,0.45,8.7,oxide
2020-05-30 07:30:00,jig_02,95.2,17.3,49.72,16.9,228.0,3.42,287.0,2.31,48.0,9.571,0.4,0.45,12.0,oxide
2020-05-30 10:00:00,jig_02,57.9,37.9,47.13,21.1,200.0,2.04,159.0,1.46,48.0,9.072,0.4,0.45,14.5,carbonate
2020-05-30 12:30:00,jig_04,51.9,44.2,46.1,22.9,193.0,2.51,238.0,1.03,48.0,5.854,0.642,0.637,23.9,oxide
2020-05-30 15:00:00,jig_02,66.6,44.2,38.42,23.7,193.0,2.41,216.0,1.5,48.0,3.577,0.602,0.734,21.9,carbonate
2020-05-30 17:30:00,jig_01,84.8,17.9,38.74,15.8,247.0,3.29,240.0,1.63,48.0,6.743,0.4,0.503,9.8,carbonate
2020-05-30 20:00:00,jig_03,60.0,33.6,47.4,16.9,211.0,3.17,224.0,1.84,48.0,6.029,0.506,0.637,20.9,carbonate
2020-05-30 22:30:00,jig_04,83.5,27.0,36.81,18.9,225.0,2.47,260.0,1.19,48.0,2.758,0.634,0.786,24.7,carbonate
2020-05-31 01:00:00,jig_02,79.2,17.4,49.37,24.9,172.0,2.6,244.0,1.65,48.0,5.688,0.601,0.671,18.6,oxide
2020-05-31 03:30:00,jig_03,67.6,51.2,49.21,22.4,237.0,2.35,279.0,1.91,48.0,8.524,0.45,0.505,15.1,oxide
2020-05-31 06:00:00,jig_03,57.5,46.0,41.43,15.9,214.0,3.61,292.0,1.2,48.0,5.347,0.483,0.631,19.5,oxide
2020-05-31 08:30:00,jig_04,54.9,45.1,45.14,22.9,185.0,3.58,222.0,1.1,48.0,6.722,0.461,0.575,17.6,carbonate
2020-05-31 11:00:00,jig_04,78.2,35.9,37.95,24.9,233.0,3.75,296.0,2.13,48.0,3.824,0.526,0.712,23.7,carbonate
2020-05-31 13:30:00,jig_04,50.9,49.6,49.21,19.5,243.0,3.3,167.0,1.04,48.0,8.915,0.4,0.482,11.4,oxide
2020-05-31 16:00:00,jig_04,64.5,16.8,48.58,15.9,226.0,3.74,247.0,2.18,48.0,9.352,0.4,0.45,14.3,oxide
2020-05-31 18:30:00,jig_01,86.2,25.3,45.51,15.6,187.0,2.94,150.0,1.2,48.0,3.524,0.619,0.779,21.8,carbonate
2020-05-31 21:00:00,jig_04,63.9,34.7,48.98,16.0,173.0,2.22,293.0,2.28,48.0,9.428,0.4,0.45,8.7,carbonate
2020-05-31 23:30:00,jig_02,56.0,50.0,36.21,22.7,188.0,3.65,291.0,1.63,45.71,6.97,0.4,0.45,9.7,carbonate
2020-06-01 02:00:00,jig_02,76.2,34.4,49.63,17.2,160.0,3.78,192.0,2.03,48.0,9.5,0.4,0.453,12.0,carbonate
2020-06-01 04:30:00,jig_02,56.5,40.5,47.26,16.0,224.0,3.51,269.0,1.86,48.0,7.837,0.437,0.526,19.5,oxide
2020-06-01 07:00:00,jig_04,91.6,19.8,39.53,18.6,243.0,2.84,252.0,1.76,48.0,6.481,0.515,0.532,20.0,oxide
2020-06-01 09:30:00,jig_01,90.4,22.3,47.99,23.7,183.0,3.88,217.0,1.01,48.0,8.405,0.4,0.5,10.5,carbonate
2020-06-01 12:00:00,jig_02,50.4,57.5,45.98,20.1,190.0,2.67,242.0,1.37,48.0,8.852,0.4,0.45,18.4,oxide
2020-06-01 14:30:00,jig_01,79.5,20.0,48.79,18.8,193.0,3.08,216.0,2.21,48.0,9.392,0.4,0.45,13.9,carbonate
2020-06-01 17:00:00,jig_03,68.3,37.9,38.82,15.1,171.0,2.2,211.0,1.13,48.0,7.472,0.427,0.45,10.9,silicate
2020-06-01 19:30:00,jig_01,68.8,36.8,41.68,15.6,195.0,2.87,219.0,2.32,48.0,3.73,0.706,0.744,23.3,oxide
2020-06-01 22:00:00,jig_03,61.6,44.5,45.45,15.9,184.0,3.73,262.0,2.16,48.0,2.997,0.646,0.812,24.4,oxide
2020-06-02 00:30:00,jig_03,84.6,19.7,37.58,17.2,162.0,2.21,242.0,1.03,47.85,6.658,0.431,0.494,11.2,silicate
2020-06-02 03:00:00,jig_03,81.3,4.1,37.33,22.5,165.0,3.78,201.0,2.02,47.13,7.183,0.4,0.45,20.4,carbonate
2020-06-02 05:30:00,jig_04,89.1,19.6,41.76,16.5,238.0,3.92,205.0,1.09,48.0,7.592,0.4,0.48,10.8,oxide
2020-06-02 08:00:00,jig_01,55.7,52.7,43.07,19.5,245.0,3.24,188.0,1.18,48.0,8.292,0.417,0.45,14.4,oxide
2020-06-02 10:30:00,jig_04,86.3,0.0,46.11,23.8,160.0,3.83,199.0,1.37,48.0,8.877,0.4,0.45,14.8,oxide
2020-06-02 13:00:00,jig_01,99.2,0.0,39.11,17.9,180.0,2.06,218.0,2.3,48.0,1.643,0.712,0.88,24.8,silicate
2020-06-02 15:30:00,jig_02,80.7,23.6,38.89,18.7,235.0,2.24,298.0,1.1,48.0,4.961,0.509,0.636,20.7,oxide
2020-06-02 18:00:00,jig_04,73.2,37.3,40.57,21.2,195.0,2.33,243.0,1.15,48.0,3.427,0.651,0.759,24.7,oxide
2020-06-02 20:30:00,jig_02,86.7,31.7,43.3,24.0,242.0,2.39,214.0,1.81,48.0,5.736,0.437,0.622,18.4,carbonate
2020-06-02 23:00:00,jig_04,96.1,18.7,41.38,20.1,180.0,2.52,236.0,1.42,48.0,5.754,0.509,0.603,12.4,oxide
2020-06-03 01:30:00,jig_02,87.9,19.4,35.15,20.3,155.0,3.3,206.0,1.39,44.74,6.256,0.434,0.491,12.1,oxide
2020-06-03 04:00:00,jig_03,97.7,6.9,35.84,20.4,217.0,2.79,204.0,1.91,46.31,5.416,0.498,0.568,14.4,carbonate
2020-06-03 06:30:00,jig_02,89.2,0.0,35.3,15.9,173.0,3.84,211.0,1.06,46.13,4.613,0.59,0.627,17.7,oxide
2020-06-03 09:00:00,jig_04,89.6,1.5,35.51,18.7,151.0,3.36,185.0,1.5,46.36,4.689,0.522,0.623,9.5,silicate
2020-06-03 11:30:00,jig_03,78.8,36.7,39.71,17.3,197.0,2.69,243.0,2.34,48.0,7.644,0.401,0.45,12.3,oxide
2020-06-03 14:00:00,jig_04,56.2,46.4,47.33,22.6,246.0,2.42,279.0,2.45,48.0,9.111,0.4,0.45,8.9,oxide
2020-06-03 16:30:00,jig_04,83.0,28.3,46.91,19.8,238.0,3.23,151.0,1.49,48.0,7.111,0.457,0.567,14.5,carbonate
2020-06-03 19:00:00,jig_04,57.7,45.5,38.48,21.7,195.0,2.48,244.0,2.48,48.0,7.408,0.4,0.45,10.8,oxide
2020-06-03 21:30:00,jig_02,53.2,36.8,40.33,24.2,200.0,3.38,245.0,1.06,48.0,7.764,0.4,0.45,13.4,silicate
2020-06-04 00:00:00,jig_01,63.4,29.2,40.62,16.6,207.0,3.11,186.0,2.34,48.0,5.065,0.524,0.644,19.0,carbonate
2020-06-04 02:30:00,jig_02,98.8,0.0,43.66,16.2,219.0,2.74,202.0,2.1,48.0,1.847,0.673,0.879,18.4,carbonate
2020-06-04 05:00:00,jig_04,54.5,44.5,44.01,22.1,246.0,2.0,213.0,1.98,48.0,8.137,0.411,0.472,9.0,oxide
2020-06-04 07:30:00,jig_03,73.0,34.6,38.19,23.8,153.0,3.92,201.0,1.51,48.0,4.842,0.537,0.638,18.8,oxide
2020-06-04 10:00:00,jig_04,51.0,65.8,36.46,17.4,186.0,3.52,162.0,1.16,46.73,6.033,0.485,0.527,22.9,carbonate
2020-06-04 12:30:00,jig_04,70.6,24.1,45.34,17.5,213.0,3.72,236.0,2.02,48.0,6.927,0.452,0.563,18.5,carbonate
2020-06-04 15:00:00,jig_03,82.9,27.4,40.01,16.3,164.0,3.89,216.0,2.47,48.0,7.702,0.4,0.45,13.5,oxide
2020-06-04 17:30:00,jig_01,63.0,56.0,42.34,23.7,156.0,3.07,151.0,1.95,48.0,8.15,0.401,0.45,13.2,carbonate
2020-06-04 20:00:00,jig_04,78.3,27.1,36.92,22.4,172.0,2.97,275.0,2.18,47.68,5.622,0.4,0.565,20.4,carbonate
2020-06-04 22:30:00,jig_02,65.2,46.6,49.57,22.3,152.0,3.4,171.0,1.86,48.0,5.982,0.524,0.655,17.3,carbonate
2020-06-05 01:00:00,jig_02,70.9,22.9,46.58,18.7,201.0,3.42,235.0,1.71,48.0,8.318,0.417,0.49,10.3,carbonate
2020-06-05 03:30:00,jig_01,55.4,34.5,38.36,17.1,157.0,2.05,271.0,2.04,48.0,7.385,0.428,0.45,8.0,oxide
2020-06-05 06:00:00,jig_03,62.6,29.9,35.14,21.7,221.0,3.81,180.0,1.71,47.74,2.031,0.738,0.835,23.4,carbonate
2020-06-05 08:30:00,jig_03,60.1,50.3,40.38,18.8,212.0,3.85,172.0,1.28,48.0,6.558,0.403,0.536,8.2,carbonate
2020-06-05 11:00:00,jig_01,73.8,16.1,47.86,23.5,177.0,2.44,275.0,1.17,48.0,9.213,0.46,0.45,15.5,carbonate
2020-06-05 13:30:00,jig_01,59.9,28.8,35.31,22.5,206.0,3.71,258.0,1.71,46.75,3.771,0.636,0.695,20.5,carbonate
2020-06-05 16:00:00,jig_04,89.7,16.7,36.03,21.1,168.0,4.0,172.0,2.26,45.49,6.936,0.4,0.45,13.7,carbonate
2020-06-05 18:30:00,jig_03,58.9,27.7,38.43,23.3,179.0,2.47,246.0,1.78,48.0,6.726,0.4,0.5,21.0,oxide
2020-06-05 21:00:00,jig_03,55.0,52.6,40.52,20.6,206.0,3.17,203.0,2.09,48.0,5.487,0.492,0.613,11.7,oxide
2020-06-05 23:30:00,jig_03,90.8,4.5,46.29,24.0,177.0,3.17,262.0,2.26,48.0,8.835,0.4,0.455,13.8,carbonate
2020-06-06 02:00:00,jig_01,63.4,27.3,44.44,21.8,159.0,2.12,185.0,1.18,48.0,5.296,0.554,0.66,21.8,carbonate
2020-06-06 04:30:00,jig_03,78.7,20.9,38.42,22.4,206.0,3.07,159.0,1.37,48.0,5.574,0.505,0.585,23.5,oxide
2020-06-06 07:00:00,jig_03,69.0,30.6,47.75,23.0,217.0,2.39,163.0,1.14,48.0,6.653,0.528,0.602,24.1,oxide
2020-06-06 09:30:00,jig_03,80.1,3.3,47.29,23.6,179.0,3.99,183.0,1.96,48.0,4.339,0.597,0.738,18.0,oxide
2020-06-06 12:00:00,jig_01,82.0,4.5,48.08,18.0,221.0,2.59,184.0,1.89,48.0,8.922,0.4,0.47,18.4,carbonate
2020-06-06 14:30:00,jig_04,91.9,11.1,43.58,18.9,224.0,3.93,260.0,2.25,48.0,4.661,0.613,0.694,17.4,carbonate
2020-06-06 17:00:00,jig_01,69.6,38.8,42.8,18.8,165.0,2.07,281.0,1.92,48.0,8.24,0.4,0.45,12.4,oxide
2020-06-06 19:30:00,jig_04,52.6,58.2,46.19,17.3,248.0,2.13,167.0,1.19,48.0,7.888,0.4,0.512,12.5,carbonate
2020-06-06 22:00:00,jig_02,68.6,24.7,43.25,17.2,230.0,2.89,270.0,1.53,48.0,4.094,0.528,0.73,20.2,carbonate
2020-06-07 00:30:00,jig_04,85.0,21.5,37.46,23.3,160.0,2.75,173.0,2.14,48.0,2.775,0.691,0.788,23.7,carbonate
2020-06-07 03:00:00,jig_03,79.9,15.8,37.6,24.7,153.0,3.99,170.0,2.29,48.0,4.99,0.529,0.621,17.4,oxide
2020-06-07 05:30:00,jig_03,88.9,17.7,47.27,22.3,234.0,2.25,165.0,1.25,48.0,7.449,0.469,0.55,17.3,carbonate
2020-06-07 08:00:00,jig_03,61.0,38.6,38.78,23.9,244.0,3.26,248.0,1.65,48.0,7.072,0.457,0.479,15.5,carbonate
2020-06-07 10:30:00,jig_03,97.0,0.0,42.59,15.4,183.0,3.63,205.0,2.46,48.0,8.159,0.4,0.453,9.6,carbonate
2020-06-07 13:00:00,jig_02,85.6,12.4,35.39,17.4,202.0,2.05,197.0,1.57,45.27,5.974,0.518,0.518,20.6,oxide
2020-06-07 15:30:00,jig_04,89.0,20.9,46.69,24.0,184.0,2.0,282.0,1.08,48.0,7.693,0.474,0.529,11.4,oxide
2020-06-07 18:00:00,jig_02,84.6,19.2,39.88,22.2,193.0,2.52,277.0,1.84,48.0,1.811,0.68,0.87,20.2,oxide
2020-06-07 20:30:00,jig_04,94.2,10.7,38.92,22.9,220.0,3.51,160.0,1.32,48.0,6.118,0.509,0.551,16.5,silicate
2020-06-07 23:00:00,jig_02,94.3,6.5,49.64,22.8,198.0,3.91,191.0,1.79,48.0,8.617,0.49,0.504,8.0,carbonate
2020-06-08 01:30:00,jig_03,95.6,0.0,38.63,21.3,162.0,2.56,218.0,2.3,48.0,2.384,0.716,0.824,16.9,oxide
2020-06-08 04:00:00,jig_02,76.9,30.6,35.71,19.6,169.0,3.37,158.0,1.64,47.97,2.832,0.608,0.773,24.1,carbonate
2020-06-08 06:30:00,jig_02,84.8,37.6,37.45,19.2,208.0,3.98,282.0,1.14,48.0,1.82,0.732,0.861,18.8,carbonate
2020-06-08 09:00:00,jig_03,90.0,17.0,40.19,19.4,185.0,2.39,197.0,1.18,48.0,1.688,0.685,0.88,22.1,carbonate
2020-06-08 11:30:00,jig_03,58.1,69.1,46.55,21.9,221.0,2.14,256.0,1.13,48.0,4.937,0.601,0.697,21.9,silicate
2020-06-08 14:00:00,jig_04,93.4,9.3,39.15,21.1,173.0,3.14,161.0,2.21,48.0,7.537,0.4,0.45,12.1,carbonate
2020-06-08 16:30:00,jig_04,59.4,30.5,41.3,19.1,192.0,3.77,218.0,1.67,48.0,5.616,0.446,0.611,15.6,oxide
2020-06-08 19:00:00,jig_02,53.3,64.1,48.27,23.0,185.0,3.47,183.0,1.35,48.0,9.293,0.4,0.45,16.6,oxide
2020-06-08 21:30:00,jig_03,65.9,42.7,45.33,21.2,150.0,2.17,191.0,1.95,48.0,8.725,0.475,0.45,15.2,oxide
2020-06-09 00:00:00,jig_04,83.8,16.7,40.33,24.3,228.0,3.95,232.0,1.32,48.0,7.764,0.423,0.45,13.4,silicate
2020-06-09 02:30:00,jig_01,60.6,23.1,35.4,16.3,161.0,2.1,163.0,1.05,47.11,3.416,0.645,0.724,21.2,oxide
2020-06-09 05:00:00,jig_04,69.1,35.4,37.86,18.1,181.0,2.47,152.0,1.25,48.0,7.012,0.4,0.471,18.5,oxide
2020-06-09 07:30:00,jig_01,77.4,19.1,36.82,24.4,180.0,3.83,194.0,1.83,47.33,5.914,0.4,0.541,15.1,carbonate
2020-06-09 10:00:00,jig_02,51.3,39.8,40.22,15.4,167.0,3.6,155.0,2.35,48.0,7.742,0.4,0.45,14.1,oxide
2020-06-09 12:30:00,jig_04,76.0,28.5,37.58,15.3,168.0,2.84,236.0,2.41,48.0,4.94,0.53,0.624,19.6,carbonate
2020-06-09 15:00:00,jig_04,99.8,10.9,41.51,17.8,187.0,3.38,296.0,1.16,48.0,5.966,0.523,0.589,10.2,oxide
2020-06-09 17:30:00,jig_02,55.5,50.9,41.33,24.8,213.0,2.92,179.0,2.17,48.0,7.646,0.4,0.471,15.7,oxide
2020-06-09 20:00:00,jig_01,74.3,44.8,38.82,19.4,188.0,3.53,294.0,1.22,48.0,6.846,0.4,0.496,17.7,oxide
2020-06-09 22:30:00,jig_02,55.3,40.5,49.2,15.5,154.0,3.04,293.0,2.31,48.0,9.471,0.4,0.45,17.0,oxide
2020-06-10 01:00:00,jig_02,67.7,37.7,44.73,20.2,152.0,3.6,288.0,1.52,48.0,7.268,0.44,0.536,21.9,oxide
2020-06-10 03:30:00,jig_02,98.1,0.0,43.68,21.2,226.0,3.83,215.0,2.35,48.0,8.408,0.4,0.45,8.0,oxide
2020-06-10 06:00:00,jig_02,68.4,32.4,44.63,18.7,212.0,3.65,244.0,1.09,48.0,8.591,0.4,0.45,11.9,carbonate
2020-06-10 08:30:00,jig_04,64.4,33.8,49.13,18.3,182.0,3.47,262.0,2.23,48.0,9.458,0.4,0.45,13.3,carbonate
2020-06-10 11:00:00,jig_04,93.9,26.4,48.7,23.6,236.0,3.02,216.0,1.42,48.0,7.888,0.408,0.537,21.3,carbonate
2020-06-10 13:30:00,jig_04,84.9,2.7,41.08,16.1,244.0,2.19,286.0,1.08,48.0,6.913,0.4,0.519,14.2,silicate
2020-06-10 16:00:00,jig_03,98.2,0.0,40.26,24.6,168.0,3.83,265.0,1.81,48.0,7.388,0.4,0.476,11.4,carbonate
2020-06-10 18:30:00,jig_04,92.1,0.0,44.26,15.8,160.0,3.02,297.0,1.47,48.0,4.063,0.716,0.738,17.7,oxide
2020-06-10 21:00:00,jig_03,87.5,18.7,35.76,18.8,236.0,3.66,205.0,1.22,46.53,4.949,0.584,0.605,18.9,oxide
2020-06-10 23:30:00,jig_04,90.7,0.0,42.66,22.2,198.0,2.04,243.0,1.21,48.0,8.211,0.4,0.45,9.9,oxide
2020-06-11 02:00:00,jig_02,78.1,19.2,45.94,22.4,208.0,2.89,241.0,2.16,48.0,4.278,0.656,0.734,23.3,oxide
2020-06-11 04:30:00,jig_04,63.1,43.0,39.06,16.2,184.0,3.95,286.0,2.28,48.0,7.045,0.4,0.485,12.0,oxide
2020-06-11 07:00:00,jig_04,70.7,24.7,39.9,19.6,185.0,3.59,218.0,1.88,48.0,5.601,0.494,0.599,17.6,carbonate
2020-06-11 09:30:00,jig_01,89.9,15.2,39.62,17.8,219.0,2.37,259.0,1.55,48.0,4.76,0.522,0.657,24.9,oxide
2020-06-11 12:00:00,jig_04,77.2,20.1,43.35,22.2,176.0,2.12,211.0,1.93,48.0,7.784,0.4,0.487,10.1,oxide
2020-06-11 14:30:00,jig_04,73.6,27.5,41.69,22.6,247.0,3.04,195.0,2.17,48.0,8.025,0.425,0.45,10.5,silicate
2020-06-11 17:00:00,jig_03,54.6,37.0,39.08,15.1,235.0,3.14,168.0,2.26,48.0,6.903,0.426,0.495,15.8,silicate
2020-06-11 19:30:00,jig_02,54.5,28.9,38.33,19.3,227.0,2.53,259.0,1.02,48.0,6.898,0.498,0.486,16.8,silicate
2020-06-11 22:00:00,jig_01,74.6,12.7,46.98,18.4,231.0,3.77,204.0,1.06,48.0,5.341,0.508,0.675,19.5,oxide
2020-06-12 00:30:00,jig_04,78.5,20.5,41.43,19.5,179.0,2.01,194.0,1.47,48.0,6.833,0.556,0.529,17.5,oxide
2020-06-12 03:00:00,jig_02,70.5,30.2,36.7,19.8,220.0,3.96,257.0,2.25,46.33,7.065,0.4,0.45,8.7,oxide
2020-06-12 05:30:00,jig_02,52.4,42.8,46.23,19.8,161.0,3.86,178.0,2.29,48.0,8.527,0.4,0.473,17.9,oxide
2020-06-12 08:00:00,jig_04,99.4,2.8,49.36,15.5,230.0,2.92,190.0,2.08,48.0,7.33,0.4,0.576,20.7,carbonate
2020-06-12 10:30:00,jig_01,84.6,21.2,44.37,18.8,168.0,2.56,245.0,2.09,48.0,4.191,0.628,0.73,19.5,oxide
2020-06-12 13:00:00,jig_03,77.7,21.2,41.01,24.6,170.0,3.01,199.0,2.19,48.0,4.011,0.567,0.721,21.9,oxide
2020-06-12 15:30:00,jig_04,58.7,41.3,48.31,20.5,151.0,2.16,181.0,1.76,48.0,9.299,0.448,0.45,14.6,oxide
2020-06-12 18:00:00,jig_01,84.2,29.2,36.61,17.5,210.0,2.33,255.0,1.41,46.22,7.047,0.4,0.45,11.1,oxide
2020-06-12 20:30:00,jig_04,57.5,43.3,37.8,16.9,165.0,3.47,164.0,1.71,48.0,6.787,0.4,0.487,19.3,oxide
2020-06-12 23:00:00,jig_04,59.3,36.7,41.77,15.2,182.0,2.67,185.0,1.95,48.0,7.263,0.4,0.503,18.8,oxide
