timestamp,flotation_cell_id,air_blower_id,agitator_id,reagent_pump_id,cell_health_score,blower_health_score,feed_grade_pct,collector_dosage_gt,frother_dosage_gt,actual_collector_consumed_gt,actual_frother_consumed_gt,ph_value,pulp_density_pct_solids,air_flow_m3_min,residence_time_min,flotation_recovery,concentrate_grade_pct,tailings_grade_pct,froth_stability_index,froth_grade_pct,ore_type
2020-05-12 12:00:00,flotation_cell_rougher_06,air_blower_01,agitator_02,reagent_dosing_pump_03,66.3,75.3,43.86,129.8,20.1,141.8,21.5,9.38,27.3,13.0,14.8,0.53,52.0,6.187,0.75,50.69,oxide
2020-05-12 15:00:00,flotation_cell_rougher_01,air_blower_04,agitator_04,reagent_dosing_pump_05,80.6,55.2,44.95,102.4,18.7,106.3,19.3,10.13,33.1,9.8,14.8,0.45,52.0,7.416,0.68,50.36,oxide
2020-05-12 18:00:00,flotation_cell_rougher_05,air_blower_02,agitator_04,reagent_dosing_pump_06,78.4,69.9,46.62,137.0,26.1,142.4,26.9,10.24,31.1,9.0,12.6,0.455,52.0,7.617,0.72,50.57,oxide
2020-05-12 21:00:00,flotation_cell_rougher_06,air_blower_03,agitator_05,reagent_dosing_pump_03,58.1,63.1,43.78,98.5,17.9,105.1,18.8,9.53,25.9,10.9,9.0,0.45,52.0,7.224,0.65,50.18,oxide
2020-05-13 00:00:00,flotation_cell_rougher_03,air_blower_03,agitator_05,reagent_dosing_pump_06,74.7,94.2,43.15,109.9,18.8,116.6,19.6,9.36,27.9,9.3,9.1,0.477,51.58,6.767,0.76,50.32,oxide
2020-05-13 03:00:00,flotation_cell_rougher_05,air_blower_03,agitator_02,reagent_dosing_pump_06,74.2,78.6,47.09,111.4,22.7,114.6,23.2,9.39,25.8,11.0,10.0,0.45,52.0,7.77,0.81,51.04,oxide
2020-05-13 06:00:00,flotation_cell_rougher_03,air_blower_04,agitator_05,reagent_dosing_pump_01,75.3,58.7,46.26,138.4,22.6,150.4,24.0,8.52,29.6,8.6,13.9,0.58,52.0,5.829,0.81,51.01,carbonate
2020-05-13 09:00:00,flotation_cell_rougher_05,air_blower_01,agitator_02,reagent_dosing_pump_04,65.1,74.3,45.52,95.7,15.1,105.7,16.2,9.02,33.2,13.8,11.7,0.509,52.0,6.705,0.79,50.9,oxide
2020-05-13 12:00:00,flotation_cell_rougher_05,air_blower_03,agitator_05,reagent_dosing_pump_02,62.1,52.1,43.44,162.9,34.3,180.8,37.1,9.41,31.6,9.4,12.2,0.546,52.0,5.911,0.95,51.74,oxide
2020-05-13 15:00:00,flotation_cell_rougher_02,air_blower_01,agitator_05,reagent_dosing_pump_02,70.5,72.5,45.95,187.0,31.2,198.9,32.7,9.11,32.2,14.2,12.6,0.56,52.0,6.065,0.91,51.55,carbonate
2020-05-13 18:00:00,flotation_cell_rougher_06,air_blower_02,agitator_04,reagent_dosing_pump_01,96.1,95.1,44.6,157.3,26.6,157.4,26.6,10.04,26.3,12.5,13.3,0.575,52.0,5.691,0.78,50.84,oxide
2020-05-13 21:00:00,flotation_cell_rougher_03,air_blower_04,agitator_03,reagent_dosing_pump_02,78.5,76.0,47.42,132.3,18.2,137.0,18.7,10.25,30.1,9.7,9.1,0.52,52.0,6.826,0.74,50.66,carbonate
2020-05-14 00:00:00,flotation_cell_rougher_05,air_blower_04,agitator_05,reagent_dosing_pump_04,73.4,60.8,46.55,171.1,18.5,177.8,19.0,8.99,30.2,11.6,8.2,0.552,52.0,6.259,0.82,51.04,carbonate
2020-05-14 03:00:00,flotation_cell_rougher_05,air_blower_02,agitator_05,reagent_dosing_pump_02,59.8,95.9,42.59,99.5,28.4,108.3,30.3,10.4,30.1,9.4,9.5,0.45,50.68,7.027,0.82,49.78,oxide
2020-05-14 06:00:00,flotation_cell_rougher_03,air_blower_02,agitator_02,reagent_dosing_pump_05,96.3,97.0,44.9,186.2,21.0,186.2,21.0,10.0,30.6,13.0,11.0,0.768,52.0,3.12,0.83,51.1,carbonate
2020-05-14 09:00:00,flotation_cell_rougher_02,air_blower_03,agitator_04,reagent_dosing_pump_03,83.0,63.8,45.82,129.4,28.7,135.1,29.6,9.29,34.7,14.5,13.3,0.493,52.0,6.975,0.7,50.46,oxide
2020-05-14 12:00:00,flotation_cell_rougher_03,air_blower_02,agitator_04,reagent_dosing_pump_05,99.4,58.7,44.41,174.0,33.6,174.0,33.6,10.04,34.4,9.3,9.1,0.621,52.0,5.044,0.95,51.74,oxide
2020-05-14 15:00:00,flotation_cell_rougher_02,air_blower_04,agitator_03,reagent_dosing_pump_03,58.4,54.5,46.79,131.0,31.7,143.9,34.0,9.24,29.4,8.2,11.5,0.48,52.0,7.304,0.95,51.74,oxide
2020-05-14 18:00:00,flotation_cell_rougher_02,air_blower_01,agitator_03,reagent_dosing_pump_05,69.5,88.6,43.41,95.5,29.2,102.5,30.8,9.11,28.5,8.7,15.2,0.454,51.69,7.115,0.95,51.43,silicate
2020-05-14 21:00:00,flotation_cell_rougher_04,air_blower_01,agitator_03,reagent_dosing_pump_02,66.6,85.7,47.82,140.4,25.6,149.1,26.7,10.2,27.3,11.7,13.3,0.45,52.0,7.89,0.73,50.59,carbonate
2020-05-15 00:00:00,flotation_cell_rougher_02,air_blower_01,agitator_05,reagent_dosing_pump_02,66.6,88.4,46.97,193.0,18.6,202.2,19.2,8.54,30.7,9.8,12.7,0.45,52.0,7.75,0.48,49.32,oxide
2020-05-15 03:00:00,flotation_cell_rougher_04,air_blower_01,agitator_02,reagent_dosing_pump_04,51.6,58.1,46.69,152.2,31.8,162.3,33.4,8.6,32.7,11.3,13.7,0.45,52.0,7.704,0.85,51.23,oxide
2020-05-15 06:00:00,flotation_cell_rougher_06,air_blower_01,agitator_01,reagent_dosing_pump_05,76.9,98.7,42.24,184.9,19.5,194.3,20.2,9.37,29.4,8.2,8.3,0.598,51.51,5.093,0.73,50.12,oxide
2020-05-15 09:00:00,flotation_cell_rougher_01,air_blower_01,agitator_02,reagent_dosing_pump_03,80.4,59.6,45.23,103.1,30.7,105.3,31.2,9.56,26.5,14.1,8.9,0.45,52.0,7.463,0.9,51.48,oxide
2020-05-15 12:00:00,flotation_cell_rougher_02,air_blower_04,agitator_04,reagent_dosing_pump_06,52.4,51.9,47.24,115.0,19.1,123.9,20.3,9.74,25.9,13.3,13.3,0.495,52.0,7.15,0.68,50.32,carbonate
2020-05-15 15:00:00,flotation_cell_rougher_03,air_blower_02,agitator_03,reagent_dosing_pump_03,94.0,69.7,47.98,164.7,30.3,165.9,30.5,8.88,25.0,13.9,15.3,0.577,52.0,6.085,0.94,51.66,oxide
2020-05-15 18:00:00,flotation_cell_rougher_04,air_blower_04,agitator_01,reagent_dosing_pump_02,60.1,77.7,43.2,175.5,18.2,185.4,19.0,9.37,34.1,13.4,13.4,0.587,52.0,5.358,0.63,50.07,oxide
2020-05-15 21:00:00,flotation_cell_rougher_01,air_blower_03,agitator_04,reagent_dosing_pump_02,57.4,70.8,47.98,109.7,20.7,119.4,22.0,9.55,33.7,12.5,12.6,0.493,52.0,7.298,0.73,50.58,oxide
2020-05-16 00:00:00,flotation_cell_rougher_06,air_blower_01,agitator_03,reagent_dosing_pump_02,59.0,74.3,43.12,120.6,16.8,129.4,17.7,9.8,30.9,9.0,9.9,0.45,51.32,7.116,0.74,49.97,oxide
2020-05-16 03:00:00,flotation_cell_rougher_01,air_blower_02,agitator_01,reagent_dosing_pump_06,71.1,78.1,45.19,107.3,18.2,113.8,19.0,8.92,32.9,9.4,14.2,0.548,52.0,6.122,0.74,50.63,oxide
2020-05-16 06:00:00,flotation_cell_rougher_02,air_blower_02,agitator_02,reagent_dosing_pump_05,54.1,60.5,43.09,90.5,15.9,101.4,17.4,9.61,32.3,14.2,13.9,0.479,51.52,6.74,0.56,49.26,oxide
2020-05-16 09:00:00,flotation_cell_rougher_03,air_blower_01,agitator_04,reagent_dosing_pump_03,91.2,92.1,43.9,90.9,18.8,92.3,19.0,8.74,26.8,14.7,8.8,0.547,52.0,5.963,0.68,50.33,silicate
2020-05-16 12:00:00,flotation_cell_rougher_02,air_blower_02,agitator_05,reagent_dosing_pump_05,84.0,63.3,44.56,183.5,25.7,187.8,26.2,10.13,31.3,11.1,13.8,0.475,52.0,7.022,0.68,50.36,oxide
2020-05-16 15:00:00,flotation_cell_rougher_05,air_blower_01,agitator_01,reagent_dosing_pump_03,73.6,99.9,44.75,140.4,34.0,150.0,35.8,8.98,34.3,8.8,9.2,0.483,52.0,6.944,0.91,51.53,oxide
2020-05-16 18:00:00,flotation_cell_rougher_01,air_blower_03,agitator_01,reagent_dosing_pump_03,75.0,98.7,47.84,98.1,15.5,104.4,16.2,10.42,27.8,9.5,14.0,0.45,52.0,7.893,0.68,50.34,carbonate
2020-05-16 21:00:00,flotation_cell_rougher_05,air_blower_01,agitator_02,reagent_dosing_pump_04,70.3,65.6,42.2,171.9,27.2,178.6,28.0,10.19,32.2,13.7,13.6,0.484,50.51,6.529,0.84,49.73,oxide
2020-05-17 00:00:00,flotation_cell_rougher_05,air_blower_03,agitator_02,reagent_dosing_pump_02,85.8,76.5,42.18,99.6,33.0,104.7,34.3,9.24,27.9,14.5,15.2,0.477,50.43,6.617,0.95,50.18,oxide
2020-05-17 03:00:00,flotation_cell_rougher_04,air_blower_02,agitator_04,reagent_dosing_pump_05,97.7,96.4,43.7,198.4,21.2,198.4,21.2,10.33,28.5,14.3,14.4,0.623,52.0,4.945,0.66,50.21,carbonate
2020-05-17 06:00:00,flotation_cell_rougher_05,air_blower_04,agitator_05,reagent_dosing_pump_05,77.7,77.8,43.93,141.3,27.3,144.9,27.8,9.24,30.8,12.0,11.4,0.504,52.0,6.533,0.92,51.6,carbonate
2020-05-17 09:00:00,flotation_cell_rougher_01,air_blower_02,agitator_03,reagent_dosing_pump_02,78.2,89.1,46.23,94.7,27.9,101.0,29.3,8.97,28.1,9.3,12.6,0.45,52.0,7.628,0.65,50.16,oxide
2020-05-17 12:00:00,flotation_cell_rougher_01,air_blower_04,agitator_01,reagent_dosing_pump_05,76.1,73.3,42.26,85.1,32.7,91.0,34.4,10.08,31.0,9.6,15.0,0.45,50.29,6.972,0.88,49.66,oxide
2020-05-17 15:00:00,flotation_cell_rougher_03,air_blower_01,agitator_01,reagent_dosing_pump_04,95.5,73.5,44.72,163.6,22.3,163.8,22.3,10.01,26.9,8.1,11.6,0.661,52.0,4.554,0.69,50.4,carbonate
2020-05-17 18:00:00,flotation_cell_rougher_02,air_blower_02,agitator_04,reagent_dosing_pump_05,81.8,68.6,45.81,109.1,20.8,114.0,21.5,9.08,33.9,13.9,10.7,0.45,52.0,7.559,0.71,50.48,oxide
2020-05-17 21:00:00,flotation_cell_rougher_03,air_blower_02,agitator_03,reagent_dosing_pump_03,93.7,74.3,47.6,189.1,23.2,189.1,23.2,8.51,31.5,10.6,10.7,0.561,52.0,6.263,0.83,51.13,carbonate
2020-05-18 00:00:00,flotation_cell_rougher_03,air_blower_03,agitator_03,reagent_dosing_pump_02,79.2,52.9,45.18,105.1,15.4,110.2,16.0,10.08,31.7,12.4,15.3,0.45,52.0,7.455,0.75,50.7,oxide
2020-05-18 03:00:00,flotation_cell_rougher_02,air_blower_01,agitator_03,reagent_dosing_pump_02,84.9,98.4,47.87,175.4,27.5,175.4,27.5,9.93,30.6,11.8,11.4,0.536,52.0,6.656,0.79,50.9,oxide
2020-05-18 06:00:00,flotation_cell_rougher_01,air_blower_04,agitator_04,reagent_dosing_pump_04,82.8,92.5,45.56,133.1,24.0,140.4,25.0,9.17,32.2,8.8,9.3,0.474,52.0,7.191,0.92,51.61,oxide
2020-05-18 09:00:00,flotation_cell_rougher_04,air_blower_01,agitator_01,reagent_dosing_pump_06,72.0,92.5,46.26,156.8,18.0,164.6,18.6,10.36,33.5,9.2,12.2,0.453,52.0,7.591,0.78,50.88,oxide
2020-05-18 12:00:00,flotation_cell_rougher_05,air_blower_03,agitator_02,reagent_dosing_pump_05,56.9,83.9,47.2,84.0,29.3,89.3,30.7,9.76,31.6,8.9,15.8,0.463,52.0,7.604,0.86,51.29,oxide
2020-05-18 15:00:00,flotation_cell_rougher_04,air_blower_03,agitator_01,reagent_dosing_pump_03,71.1,59.6,46.89,80.2,22.8,84.7,23.8,10.28,29.1,9.7,11.6,0.45,52.0,7.738,0.73,50.62,oxide
2020-05-18 18:00:00,flotation_cell_rougher_05,air_blower_03,agitator_02,reagent_dosing_pump_01,93.6,60.7,44.49,169.5,20.9,169.5,20.9,9.97,31.7,14.1,8.6,0.694,52.0,4.079,0.75,50.68,silicate
2020-05-18 21:00:00,flotation_cell_rougher_02,air_blower_01,agitator_02,reagent_dosing_pump_03,82.8,54.4,47.69,115.2,34.6,119.8,35.6,9.74,34.0,14.5,13.0,0.502,52.0,7.123,0.83,51.11,oxide
2020-05-19 00:00:00,flotation_cell_rougher_02,air_blower_03,agitator_04,reagent_dosing_pump_03,97.2,89.1,46.76,135.2,23.6,136.2,23.8,10.3,29.7,13.8,13.5,0.535,52.0,6.527,0.93,51.61,carbonate
2020-05-19 03:00:00,flotation_cell_rougher_03,air_blower_01,agitator_03,reagent_dosing_pump_05,63.9,94.8,43.1,180.6,24.6,194.8,26.1,9.72,34.2,13.2,9.3,0.557,52.0,5.722,0.73,50.6,oxide
2020-05-19 06:00:00,flotation_cell_rougher_06,air_blower_03,agitator_04,reagent_dosing_pump_01,73.6,80.8,42.78,192.9,15.3,201.3,15.8,8.85,32.0,13.5,10.3,0.586,52.0,5.316,0.63,50.09,carbonate
2020-05-19 09:00:00,flotation_cell_rougher_06,air_blower_02,agitator_02,reagent_dosing_pump_04,87.2,92.5,43.71,130.0,18.3,130.0,18.3,10.22,25.5,10.2,14.7,0.47,52.0,6.952,0.76,50.76,oxide
2020-05-19 12:00:00,flotation_cell_rougher_02,air_blower_04,agitator_01,reagent_dosing_pump_05,56.6,95.3,47.22,162.4,32.5,174.6,34.4,10.21,26.3,10.8,8.0,0.45,52.0,7.791,0.85,51.21,oxide
2020-05-19 15:00:00,flotation_cell_rougher_05,air_blower_01,agitator_02,reagent_dosing_pump_02,54.9,57.3,44.59,160.0,15.9,169.3,16.6,9.42,31.2,14.7,12.9,0.526,52.0,6.344,0.73,50.62,oxide
2020-05-19 18:00:00,flotation_cell_rougher_06,air_blower_04,agitator_04,reagent_dosing_pump_01,87.6,69.3,47.01,115.9,29.2,121.0,30.2,8.53,30.1,8.2,13.7,0.45,52.0,7.756,0.83,51.12,oxide
2020-05-19 21:00:00,flotation_cell_rougher_04,air_blower_01,agitator_01,reagent_dosing_pump_02,83.3,56.9,42.49,94.3,27.0,95.5,27.3,9.91,25.0,13.4,15.5,0.53,51.24,5.993,0.85,50.49,carbonate
2020-05-20 00:00:00,flotation_cell_rougher_04,air_blower_01,agitator_03,reagent_dosing_pump_01,74.0,69.8,46.65,150.2,28.3,152.9,28.7,8.55,27.9,10.4,8.4,0.544,52.0,6.378,0.85,51.22,carbonate
2020-05-20 03:00:00,flotation_cell_rougher_04,air_blower_02,agitator_04,reagent_dosing_pump_02,53.3,73.5,44.2,193.9,30.5,212.4,32.7,10.09,33.0,12.2,8.6,0.594,52.0,5.39,0.95,51.74,carbonate
2020-05-20 06:00:00,flotation_cell_rougher_06,air_blower_02,agitator_05,reagent_dosing_pump_05,81.4,85.5,47.26,83.2,22.1,89.4,23.4,9.4,33.1,14.4,11.2,0.453,52.0,7.753,0.68,50.33,oxide
2020-05-20 09:00:00,flotation_cell_rougher_04,air_blower_01,agitator_02,reagent_dosing_pump_06,83.4,83.5,45.97,111.6,27.9,114.5,28.5,10.1,27.4,12.3,14.3,0.45,52.0,7.584,0.82,51.08,oxide
2020-05-20 12:00:00,flotation_cell_rougher_03,air_blower_03,agitator_03,reagent_dosing_pump_01,65.0,99.4,43.4,170.1,20.8,182.7,21.9,9.0,27.4,10.0,10.1,0.664,52.0,4.375,0.64,50.15,silicate
2020-05-20 15:00:00,flotation_cell_rougher_06,air_blower_01,agitator_03,reagent_dosing_pump_04,54.5,61.3,45.17,196.9,22.8,210.1,23.9,9.32,25.8,11.8,12.5,0.496,52.0,6.832,0.73,50.59,oxide
2020-05-20 18:00:00,flotation_cell_rougher_04,air_blower_01,agitator_01,reagent_dosing_pump_05,75.2,57.7,44.82,106.9,30.8,112.2,32.0,9.16,30.4,10.4,11.3,0.511,52.0,6.574,0.79,50.91,oxide
2020-05-20 21:00:00,flotation_cell_rougher_05,air_blower_02,agitator_04,reagent_dosing_pump_01,74.3,86.4,47.3,138.1,31.8,140.2,32.1,9.34,26.0,14.8,10.2,0.53,52.0,6.665,0.95,51.74,oxide
2020-05-21 00:00:00,flotation_cell_rougher_03,air_blower_02,agitator_02,reagent_dosing_pump_02,64.8,85.1,47.47,123.8,16.7,128.3,17.1,9.32,27.1,12.3,15.4,0.599,52.0,5.716,0.72,50.55,carbonate
2020-05-21 03:00:00,flotation_cell_rougher_03,air_blower_04,agitator_05,reagent_dosing_pump_03,78.2,56.8,43.7,172.9,30.6,184.4,32.1,10.01,33.0,10.4,11.1,0.546,52.0,5.95,0.81,51.03,carbonate
2020-05-21 06:00:00,flotation_cell_rougher_06,air_blower_04,agitator_02,reagent_dosing_pump_06,80.4,90.9,44.97,133.8,21.6,138.1,22.1,10.41,34.6,9.7,8.4,0.48,52.0,7.01,0.66,50.22,carbonate
2020-05-21 09:00:00,flotation_cell_rougher_03,air_blower_03,agitator_04,reagent_dosing_pump_01,96.1,67.1,46.38,110.3,30.2,112.1,30.6,9.99,34.0,10.2,10.3,0.541,52.0,6.383,0.95,51.74,oxide
2020-05-21 12:00:00,flotation_cell_rougher_02,air_blower_04,agitator_03,reagent_dosing_pump_06,88.7,73.6,46.18,176.4,27.0,187.2,28.3,9.68,25.2,9.1,8.6,0.578,52.0,5.847,0.95,51.74,oxide
2020-05-21 15:00:00,flotation_cell_rougher_03,air_blower_04,agitator_05,reagent_dosing_pump_05,90.5,84.3,42.9,101.3,31.7,101.3,31.7,9.36,32.8,13.6,8.0,0.536,51.8,5.968,0.95,51.54,oxide
2020-05-21 18:00:00,flotation_cell_rougher_05,air_blower_04,agitator_01,reagent_dosing_pump_02,59.3,80.4,45.35,87.0,18.1,95.0,19.3,10.48,26.5,12.0,14.4,0.45,52.0,7.483,0.86,51.27,carbonate
2020-05-21 21:00:00,flotation_cell_rougher_06,air_blower_03,agitator_04,reagent_dosing_pump_05,72.9,83.4,42.58,180.7,31.8,186.3,32.6,8.76,26.6,15.0,11.3,0.691,52.0,3.95,0.93,51.62,silicate
2020-05-22 00:00:00,flotation_cell_rougher_06,air_blower_01,agitator_02,reagent_dosing_pump_02,60.4,55.7,45.52,103.7,25.9,110.3,27.1,9.81,34.8,8.4,9.0,0.45,52.0,7.51,0.82,51.06,oxide
2020-05-22 03:00:00,flotation_cell_rougher_04,air_blower_01,agitator_04,reagent_dosing_pump_05,59.4,64.4,42.64,106.3,33.5,116.2,35.9,9.04,34.4,11.0,12.3,0.45,50.74,7.036,0.86,50.03,oxide
2020-05-22 06:00:00,flotation_cell_rougher_02,air_blower_03,agitator_01,reagent_dosing_pump_01,75.3,90.6,42.25,117.6,18.4,122.3,18.9,9.96,25.6,10.3,10.4,0.515,50.83,6.143,0.7,49.28,silicate
2020-05-22 09:00:00,flotation_cell_rougher_04,air_blower_01,agitator_02,reagent_dosing_pump_06,64.0,96.5,43.46,161.2,16.7,171.6,17.5,9.06,28.8,8.3,9.2,0.555,52.0,5.803,0.83,51.11,oxide
2020-05-22 12:00:00,flotation_cell_rougher_01,air_blower_04,agitator_05,reagent_dosing_pump_01,60.7,70.7,43.2,94.4,29.2,99.8,30.5,8.84,29.1,8.2,11.6,0.45,51.41,7.129,0.95,51.16,carbonate
2020-05-22 15:00:00,flotation_cell_rougher_02,air_blower_04,agitator_02,reagent_dosing_pump_06,86.3,98.1,46.42,142.8,15.1,145.1,15.2,9.74,29.1,14.8,12.6,0.52,52.0,6.68,0.68,50.32,oxide
2020-05-22 18:00:00,flotation_cell_rougher_05,air_blower_04,agitator_02,reagent_dosing_pump_01,51.7,96.6,46.41,164.9,29.6,179.2,31.6,10.33,26.8,14.2,12.1,0.45,52.0,7.658,0.92,51.57,oxide
2020-05-22 21:00:00,flotation_cell_rougher_02,air_blower_04,agitator_01,reagent_dosing_pump_02,87.6,92.5,46.72,199.4,18.9,205.7,19.4,9.32,34.8,10.0,13.3,0.604,52.0,5.551,0.94,51.7,oxide
2020-05-23 00:00:00,flotation_cell_rougher_03,air_blower_01,agitator_02,reagent_dosing_pump_04,94.9,87.5,43.95,95.8,28.9,96.7,29.1,9.34,33.6,12.9,9.7,0.495,52.0,6.662,0.83,51.11,oxide
2020-05-23 03:00:00,flotation_cell_rougher_02,air_blower_03,agitator_04,reagent_dosing_pump_05,85.2,76.5,47.53,119.3,32.1,122.8,32.8,9.8,33.9,14.8,13.6,0.474,52.0,7.5,0.95,51.74,oxide
2020-05-23 06:00:00,flotation_cell_rougher_03,air_blower_03,agitator_03,reagent_dosing_pump_04,59.7,60.6,44.08,100.8,15.8,110.2,16.9,9.91,30.2,12.1,8.2,0.465,52.0,7.071,0.78,50.88,carbonate
2020-05-23 09:00:00,flotation_cell_rougher_04,air_blower_03,agitator_01,reagent_dosing_pump_04,86.8,62.7,45.81,140.8,22.3,147.8,23.1,9.0,33.7,12.4,8.5,0.723,52.0,3.814,0.83,51.12,silicate
2020-05-23 12:00:00,flotation_cell_rougher_02,air_blower_02,agitator_01,reagent_dosing_pump_04,75.1,58.1,46.26,100.4,26.5,100.5,26.6,9.95,28.3,11.8,11.1,0.482,52.0,7.186,0.88,51.35,carbonate
2020-05-23 15:00:00,flotation_cell_rougher_02,air_blower_03,agitator_01,reagent_dosing_pump_03,81.9,92.4,46.87,148.0,27.7,158.6,29.2,9.46,34.8,10.0,15.4,0.668,52.0,4.667,0.89,51.41,carbonate
2020-05-23 18:00:00,flotation_cell_rougher_05,air_blower_02,agitator_04,reagent_dosing_pump_06,69.6,50.3,45.18,130.1,31.2,137.7,32.6,10.35,29.7,9.9,12.8,0.45,52.0,7.455,0.95,51.74,oxide
2020-05-23 21:00:00,flotation_cell_rougher_01,air_blower_03,agitator_04,reagent_dosing_pump_06,59.5,63.3,43.39,124.6,28.9,140.1,31.6,9.24,33.8,11.4,9.4,0.45,51.63,7.159,0.82,50.69,oxide
2020-05-24 00:00:00,flotation_cell_rougher_02,air_blower_04,agitator_04,reagent_dosing_pump_05,51.1,80.3,45.45,83.1,18.6,92.1,20.0,9.25,31.8,11.6,12.4,0.506,52.0,6.735,0.5,49.39,carbonate
2020-05-24 03:00:00,flotation_cell_rougher_04,air_blower_03,agitator_04,reagent_dosing_pump_03,87.1,99.3,44.5,170.8,16.6,176.4,17.0,10.48,25.9,10.8,15.2,0.45,52.0,7.343,0.78,50.88,oxide
2020-05-24 06:00:00,flotation_cell_rougher_03,air_blower_02,agitator_02,reagent_dosing_pump_05,71.3,64.9,47.03,110.4,33.6,115.5,34.8,10.16,27.6,10.5,15.7,0.508,52.0,6.937,0.9,51.49,silicate
2020-05-24 09:00:00,flotation_cell_rougher_04,air_blower_04,agitator_01,reagent_dosing_pump_03,62.1,60.5,47.2,80.0,22.5,85.1,23.5,8.6,26.6,14.6,12.9,0.45,52.0,7.787,0.8,50.96,silicate
2020-05-24 12:00:00,flotation_cell_rougher_06,air_blower_02,agitator_01,reagent_dosing_pump_05,81.1,53.8,42.58,199.3,24.8,211.3,25.9,9.35,34.8,10.3,14.1,0.762,52.0,3.043,0.74,50.65,silicate
2020-05-24 15:00:00,flotation_cell_rougher_06,air_blower_01,agitator_05,reagent_dosing_pump_01,89.6,64.2,42.89,182.0,20.5,186.0,20.8,10.26,34.3,13.2,14.0,0.544,51.84,5.866,0.81,50.87,oxide
2020-05-24 18:00:00,flotation_cell_rougher_05,air_blower_01,agitator_03,reagent_dosing_pump_04,76.4,91.3,43.3,189.6,21.9,202.5,23.0,10.23,31.5,10.1,10.2,0.561,52.0,5.701,0.85,51.21,carbonate
2020-05-24 21:00:00,flotation_cell_rougher_06,air_blower_01,agitator_02,reagent_dosing_pump_06,88.1,56.6,47.51,143.4,26.4,144.6,26.5,9.5,33.3,11.2,11.9,0.468,52.0,7.578,0.76,50.74,oxide
2020-05-25 00:00:00,flotation_cell_rougher_02,air_blower_04,agitator_03,reagent_dosing_pump_02,66.9,57.4,46.31,142.6,24.5,150.7,25.6,10.3,34.8,10.6,8.9,0.45,52.0,7.641,0.72,50.57,oxide
2020-05-25 03:00:00,flotation_cell_rougher_01,air_blower_04,agitator_02,reagent_dosing_pump_04,82.7,57.1,42.89,134.7,34.7,134.7,34.7,8.86,30.0,13.6,10.2,0.45,51.04,7.077,0.84,50.22,oxide
2020-05-25 06:00:00,flotation_cell_rougher_01,air_blower_02,agitator_02,reagent_dosing_pump_06,80.8,55.8,45.62,142.4,23.8,142.5,23.8,10.0,25.0,14.5,10.7,0.527,52.0,6.474,0.71,50.49,carbonate
2020-05-25 09:00:00,flotation_cell_rougher_02,air_blower_04,agitator_02,reagent_dosing_pump_06,58.7,72.7,43.43,172.2,26.1,187.2,27.8,9.69,31.7,14.4,15.2,0.456,51.74,7.085,0.63,49.84,oxide
2020-05-25 12:00:00,flotation_cell_rougher_01,air_blower_03,agitator_01,reagent_dosing_pump_05,86.9,91.4,46.89,121.5,31.2,121.5,31.2,9.37,28.6,14.4,11.0,0.562,52.0,6.163,0.87,51.32,carbonate
2020-05-25 15:00:00,flotation_cell_rougher_04,air_blower_02,agitator_03,reagent_dosing_pump_02,88.0,73.0,44.12,160.4,33.9,166.7,34.9,8.57,29.3,10.7,12.1,0.514,52.0,6.427,0.92,51.61,oxide
2020-05-25 18:00:00,flotation_cell_rougher_03,air_blower_03,agitator_03,reagent_dosing_pump_04,82.8,77.2,43.66,195.2,31.9,200.8,32.6,8.65,25.8,11.8,10.5,0.536,52.0,6.076,0.95,51.74,oxide
2020-05-25 21:00:00,flotation_cell_rougher_02,air_blower_04,agitator_04,reagent_dosing_pump_05,69.0,78.6,45.91,93.7,27.7,98.7,28.7,9.37,28.0,13.7,10.4,0.548,52.0,6.226,0.88,51.37,carbonate
2020-05-26 00:00:00,flotation_cell_rougher_06,air_blower_03,agitator_03,reagent_dosing_pump_04,77.3,69.3,44.15,197.9,17.0,205.0,17.5,9.02,25.1,8.5,15.4,0.578,52.0,5.593,0.63,50.05,silicate
2020-05-26 03:00:00,flotation_cell_rougher_03,air_blower_04,agitator_04,reagent_dosing_pump_05,71.9,67.0,47.9,173.9,33.5,185.9,35.2,10.19,26.5,14.6,9.5,0.484,52.0,7.412,0.88,51.4,oxide
2020-05-26 06:00:00,flotation_cell_rougher_01,air_blower_04,agitator_05,reagent_dosing_pump_03,50.1,81.6,46.57,196.5,34.3,220.9,37.5,9.88,25.3,12.0,16.0,0.56,52.0,6.154,0.95,51.74,oxide
2020-05-26 09:00:00,flotation_cell_rougher_05,air_blower_03,agitator_04,reagent_dosing_pump_06,50.6,67.5,44.45,129.7,26.4,136.8,27.5,10.48,29.6,9.7,9.4,0.45,52.0,7.334,0.95,51.74,oxide
2020-05-26 12:00:00,flotation_cell_rougher_03,air_blower_01,agitator_02,reagent_dosing_pump_03,59.8,55.8,42.7,162.2,18.8,176.4,20.0,10.32,33.9,13.8,10.1,0.473,51.01,6.748,0.84,50.19,oxide
2020-05-26 15:00:00,flotation_cell_rougher_05,air_blower_04,agitator_01,reagent_dosing_pump_01,95.7,93.1,46.76,199.1,16.3,202.9,16.6,9.86,34.3,11.1,11.2,0.656,52.0,4.82,0.68,50.34,oxide
